subject,age
martin_2017.1.1_choice.3,306.4
martin_2017.1.1_choice.11,309.4
martin_2017.1.1_choice.15,302
martin_2017.1.1_choice.20,317.4
martin_2017.1.1_choice.25,296
martin_2017.1.1_choice.26,299
martin_2017.1.1_choice.34,307.4
martin_2017.1.1_choice.37,302
martin_2017.2.2.639,289
martin_2017.2.2.642,294
martin_2017.2.2.644,296
martin_2017.2.2.663,303
martin_2017.2.2.691,291
martin_2017.2.2.696,308.4
martin_2017.2.2.848,304.4
martin_2017.2.2.728,294
martin_2017.2.2.635,291
martin_2017.2.2.636,294
martin_2017.2.2.638,290
martin_2017.2.2.640,289
martin_2017.2.2.643,298
martin_2017.2.2.716,300
martin_2017.2.2.726,294
martin_2017.2.2.735,301
martin_2017.3.3.572,302
martin_2017.3.3.575,302
martin_2017.3.3.577,295
martin_2017.3.3.580,304.4
martin_2017.3.3.582,300
martin_2017.3.3.583,299
martin_2017.3.3.585,301
martin_2017.3.3.589,297
martin_2017.3.3.571,299
martin_2017.3.3.573,296
martin_2017.3.3.579,296
martin_2017.3.3.581,299
martin_2017.3.3.584,289
martin_2017.3.3.587,294
martin_2017.3.3.594,292
martin_2017.3.3.598,299
martin_2017.4.4.459,298
martin_2017.4.4.460,298
martin_2017.4.4.466,292
martin_2017.4.4.479,297
martin_2017.4.4.481,295
martin_2017.4.4.485,301
martin_2017.4.4.492,291
martin_2017.4.4.498,293
martin_2017.4.4.450,298
martin_2017.4.4.458,299
martin_2017.4.4.462,300
martin_2017.4.4.467,301
martin_2017.4.4.469,294
martin_2017.4.4.486,297
martin_2017.4.4.491,291
martin_2017.4.4.496,298
martin_2017.5.5.504,280
martin_2017.5.5.509,297
martin_2017.5.5.511,299
martin_2017.5.5.539,294
martin_2017.5.5.540,294
martin_2017.5.5.550,291
martin_2017.5.5.555,295
martin_2017.5.5.557,291
martin_2017.5.5.502,291
martin_2017.5.5.505,297
martin_2017.5.5.512,298
martin_2017.5.5.541,292
martin_2017.5.5.548,295
martin_2017.5.5.553,295
martin_2017.5.5.554,294
martin_2017.5.5.556,295
martin_2017.6.6.45,304
martin_2017.6.6.48,297
martin_2017.6.6.53,303
martin_2017.6.6.54,307.4
martin_2017.6.6.58,309.4
martin_2017.6.6.59,306.4
martin_2017.6.6.67,303
martin_2017.6.6.68,308.4
martin_2017.6.6.44,304.4
martin_2017.6.6.46,302
martin_2017.6.6.47,306.4
martin_2017.6.6.55,308.4
martin_2017.6.6.56,306.4
martin_2017.6.6.60,310.4
martin_2017.6.6.66,300
martin_2017.6.6.82,303
martin_2017.7.7.131,303
martin_2017.7.7.134,300
martin_2017.7.7.136,306.4
martin_2017.7.7.137,308.4
martin_2017.7.7.140,301
martin_2017.7.7.143,307.4
martin_2017.7.7.145,304.4
martin_2017.7.7.148,298
martin_2017.7.7.128,300
martin_2017.7.7.129,299
martin_2017.7.7.133,304.4
martin_2017.7.7.135,302
martin_2017.7.7.138,314.4
martin_2017.7.7.142,304
martin_2017.7.7.144,308.4
martin_2017.7.7.146,309.4
powell_unpublished.1.1.6,243.5
powell_unpublished.1.1.7,246.6
powell_unpublished.1.1.9,258.7
powell_unpublished.1.1.10,273
powell_unpublished.1.1.11,250.5
powell_unpublished.1.1.12,253.6
powell_unpublished.1.1.13,248.7
powell_unpublished.1.1.14,252.7
powell_unpublished.1.1.16,268.8
powell_unpublished.1.1.17,234.4
powell_unpublished.1.1.18,289.2
powell_unpublished.1.1.19,257.8
powell_unpublished.1.1.21,271.8
powell_unpublished.1.1.22,236.5
powell_unpublished.1.1.23,274
powell_unpublished.1.1.24,241.4
powell_unpublished.1.1.25,249.6
powell_unpublished.1.1.26,265.7
powell_unpublished.1.1.27,244.4
powell_unpublished.1.1.28,251.7
powell_unpublished.1.1.29,285.2
powell_unpublished.1.1.30,274.9
powell_unpublished.1.1.31,245.7
powell_unpublished.1.1.32,276.1
powell_unpublished.1.1.33,250.5
powell_unpublished.1.1.34,284
powell_unpublished.1.1.35,262.7
powell_unpublished.1.1.36,270
powell_unpublished.1.1.37,250.5
powell_unpublished.1.1.38,265.7
powell_unpublished.1.1.39,274
powell_unpublished.1.1.40,255.7
powell_unpublished.1.1.42,259.7
powell_unpublished.1.1.43,274.9
powell_unpublished.1.1.44,258.7
powell_unpublished.1.1.45,253.6
powell_unpublished.1.1.46,242.6
powell_unpublished.1.1.47,246.6
powell_unpublished.1.1.48,252.7
powell_unpublished.1.1.50,239.6
powell_unpublished.1.1.51,251.7
powell_unpublished.1.1.52,257.8
powell_unpublished.1.1.53,247.5
powell_unpublished.1.1.54,249.6
powell_unpublished.1.1.55,235.3
powell_unpublished.1.1.56,270.9
powell_unpublished.1.1.57,274.9
powell_unpublished.1.1.58,267.9
powell_unpublished.1.1.60,277.9
powell_unpublished.1.1.61,267.9
powell_unpublished.1.1.62,291.3
powell_unpublished.1.1.63,253.6
powell_unpublished.1.1.64,277
powell_unpublished.1.1.65,284
powell_unpublished.1.1.67,247.5
powell_unpublished.1.1.68,259.7
powell_unpublished.1.1.69,246.6
powell_unpublished.1.1.71,268.8
powell_unpublished.1.1.72,268.8
powell_unpublished.1.1.73,280
sanal-hayes_2022.2.2_small.1,NA
sanal-hayes_2022.2.2_small.2,NA
sanal-hayes_2022.2.2_small.3,NA
sanal-hayes_2022.2.2_small.4,NA
sanal-hayes_2022.2.2_large.5,NA
sanal-hayes_2022.2.2_large.6,NA
sanal-hayes_2022.2.2_large.7,NA
sanal-hayes_2022.2.2_large.8,NA
sanal-hayes_2022.2.2_small.9,NA
sanal-hayes_2022.2.2_small.10,NA
sanal-hayes_2022.2.2_small.11,NA
sanal-hayes_2022.2.2_small.12,NA
sanal-hayes_2022.2.2_large.13,NA
sanal-hayes_2022.2.2_large.14,NA
sanal-hayes_2022.2.2_large.15,NA
sanal-hayes_2022.2.2_large.16,NA
skerry_2013.1.1.12,96
skerry_2013.1.1.17,111
skerry_2013.1.1.19,107
skerry_2013.1.1.23,116
skerry_2013.1.1.24,120
skerry_2013.1.1.27,103
skerry_2013.1.1.33,114
skerry_2013.1.1.43,93
skerry_2013.1.1.50,116
skerry_2013.1.1.52,108
skerry_2013.1.1.59,99
skerry_2013.1.1.65,112
skerry_2013.1.1.67,121
skerry_2013.1.1.77,105
skerry_2013.1.1.81,115
skerry_2013.1.1.84,118
skerry_2013.1.1.88,110
skerry_2013.1.1.89,103
skerry_2013.1.1.106,111
skerry_2013.1.1.107,99
skerry_2013.2.2.13,98
skerry_2013.2.2.18,116
skerry_2013.2.2.32,104
skerry_2013.2.2.36,101
skerry_2013.2.2.37,105
skerry_2013.2.2.39,107
skerry_2013.2.2.45,109
skerry_2013.2.2.57,108
skerry_2013.2.2.66,93
skerry_2013.2.2.73,107
skerry_2013.2.2.75,102
skerry_2013.2.2.79,122
skerry_2013.2.2.83,113
skerry_2013.2.2.90,115
skerry_2013.2.2.91,97
skerry_2013.2.2.94,97
skerry_2013.2.2.97,119
skerry_2013.2.2.98,119
skerry_2013.2.2.100,94
skerry_2013.2.2.108,102
skerry_2013.3.3.1,109
skerry_2013.3.3.2,103
skerry_2013.3.3.4,108
skerry_2013.3.3.5,104
skerry_2013.3.3.7,93
skerry_2013.3.3.10,104
skerry_2013.3.3.11,97
skerry_2013.3.3.12,120
skerry_2013.3.3.15,105
skerry_2013.3.3.16,107
skerry_2013.3.3.17,110
skerry_2013.3.3.18,118
skerry_2013.3.3.19,113
skerry_2013.3.3.20,108
skerry_2013.3.3.22,118
skerry_2013.3.3.23,118
skerry_2013.3.3.24,121
skerry_2013.3.3.25,111
skerry_2013.3.3.26,91
skerry_2013.3.3.27,104
skerry_2013.4.4.1,107
skerry_2013.4.4.3,111
skerry_2013.4.4.5,118
skerry_2013.4.4.8,114
skerry_2013.4.4.9,119
skerry_2013.4.4.13,115
skerry_2013.4.4.14,112
skerry_2013.4.4.18,103
skerry_2013.4.4.20,94
skerry_2013.4.4.25,117
skerry_2013.4.4.27,118
skerry_2013.4.4.30,118
skerry_2013.4.4.32,112
skerry_2013.4.4.37,116
skerry_2013.4.4.38,120
skerry_2013.4.4.40,98
skerry_2013.4.4.45,96
skerry_2013.4.4.48,95
skerry_2013.4.4.58,95
skerry_2013.4.4.63,112
skerry_2013.4.4.66,110
skerry_2013.4.4.75,97
skerry_2013.4.4.78,100
skerry_2013.4.4.79,93
skerry_2013.4.4.80,118
skerry_2013.4.4.84,96
skerry_2013.5.5.10,115
skerry_2013.5.5.12,118
skerry_2013.5.5.15,122
skerry_2013.5.5.16,110
skerry_2013.5.5.17,114
skerry_2013.5.5.19,100
skerry_2013.5.5.28,100
skerry_2013.5.5.34,105
skerry_2013.5.5.47,96
skerry_2013.5.5.50,119
skerry_2013.5.5.51,103
skerry_2013.5.5.52,122
skerry_2013.5.5.53,105
skerry_2013.5.5.54,93
skerry_2013.5.5.56,114
skerry_2013.5.5.59,110
skerry_2013.5.5.61,98
skerry_2013.5.5.67,103
skerry_2013.5.5.68,114
skerry_2013.5.5.70,100
skerry_2013.5.5.72,111
skerry_2013.5.5.76,109
skerry_2013.5.5.81,98
skerry_2013.5.5.85,102
skerry_2013.5.5.86,106
skerry_2013.5.5.87,102
stojnic_2023.1.1_efficientagent.P03,336.8
stojnic_2023.1.1_efficientagent.P09,344.8
stojnic_2023.1.1_efficientagent.P11,360.9
stojnic_2023.1.1_efficientagent.P12,356.9
stojnic_2023.1.1_efficientagent.P14,344.8
stojnic_2023.1.1_efficientagent.P16,345.8
stojnic_2023.1.1_efficientagent.P18,337.8
stojnic_2023.1.1_efficientagent.P19,334.8
stojnic_2023.1.1_efficientagent.P20,326.4
stojnic_2023.1.1_efficientagent.P21,352.9
stojnic_2023.1.1_efficientagent.P22,347.8
stojnic_2023.1.1_efficientagent.P23,320.4
stojnic_2023.1.1_efficientagent.P24,349.9
stojnic_2023.1.1_efficientagent.P25,339.8
stojnic_2023.1.1_efficientagent.P26,341.8
stojnic_2023.1.1_efficientagent.P27,337.8
stojnic_2023.1.1_efficientagent.P28,324.4
stojnic_2023.1.1_efficientagent.P29,317.4
stojnic_2023.1.1_efficientagent.P30,323.4
stojnic_2023.1.1_efficientagent.P35,349.9
stojnic_2023.1.1_efficientagent.P37,327.4
stojnic_2023.1.1_efficientagent.P38,336.8
stojnic_2023.1.1_efficientagent.P39,325.4
stojnic_2023.1.1_efficientagent.P40,329.4
stojnic_2023.1.1_goaldirected.P03,336.8
stojnic_2023.1.1_goaldirected.P06,348.9
stojnic_2023.1.1_goaldirected.P09,344.8
stojnic_2023.1.1_goaldirected.P11,360.9
stojnic_2023.1.1_goaldirected.P12,356.9
stojnic_2023.1.1_goaldirected.P13,344.8
stojnic_2023.1.1_goaldirected.P14,344.8
stojnic_2023.1.1_goaldirected.P16,345.8
stojnic_2023.1.1_goaldirected.P18,337.8
stojnic_2023.1.1_goaldirected.P19,334.8
stojnic_2023.1.1_goaldirected.P20,326.4
stojnic_2023.1.1_goaldirected.P21,352.9
stojnic_2023.1.1_goaldirected.P22,347.8
stojnic_2023.1.1_goaldirected.P23,320.4
stojnic_2023.1.1_goaldirected.P24,349.9
stojnic_2023.1.1_goaldirected.P25,339.8
stojnic_2023.1.1_goaldirected.P26,341.8
stojnic_2023.1.1_goaldirected.P27,337.8
stojnic_2023.1.1_goaldirected.P28,324.4
stojnic_2023.1.1_goaldirected.P29,317.4
stojnic_2023.1.1_goaldirected.P37,327.4
stojnic_2023.1.1_goaldirected.P38,336.8
stojnic_2023.1.1_goaldirected.P39,325.4
stojnic_2023.1.1_goaldirected.P40,329.4
stojnic_2023.2.2_inefficientagent.P01,341.8
stojnic_2023.2.2_multiagent.P01,342.8
stojnic_2023.2.2_inaccessiblegoal.P01,343.8
stojnic_2023.2.2_instrumentalaction.P01,345.8
stojnic_2023.2.2_goaldirected.P01,348.9
stojnic_2023.2.2_efficientagent.P01,349.9
stojnic_2023.2.2_efficientagent.P02,342.8
stojnic_2023.2.2_inefficientagent.P02,343.8
stojnic_2023.2.2_multiagent.P02,344.8
stojnic_2023.2.2_inaccessiblegoal.P02,347.8
stojnic_2023.2.2_instrumentalaction.P02,348.9
stojnic_2023.2.2_goaldirected.P02,349.9
stojnic_2023.2.2_goaldirected.P03,326.4
stojnic_2023.2.2_inaccessiblegoal.P03,327.4
stojnic_2023.2.2_instrumentalaction.P03,329.4
stojnic_2023.2.2_inefficientagent.P03,331.4
stojnic_2023.2.2_multiagent.P03,337.8
stojnic_2023.2.2_inefficientagent.P04,326.4
stojnic_2023.2.2_inaccessiblegoal.P04,327.4
stojnic_2023.2.2_multiagent.P04,329.4
stojnic_2023.2.2_goaldirected.P04,331.4
stojnic_2023.2.2_efficientagent.P04,337.8
stojnic_2023.2.2_instrumentalaction.P04,338.8
stojnic_2023.2.2_instrumentalaction.P05,319.4
stojnic_2023.2.2_efficientagent.P05,327.4
stojnic_2023.2.2_multiagent.P05,333.4
stojnic_2023.2.2_inaccessiblegoal.P05,338.8
stojnic_2023.2.2_goaldirected.P05,339.8
stojnic_2023.2.2_inefficientagent.P05,341.8
stojnic_2023.2.2_inaccessiblegoal.P06,341.8
stojnic_2023.2.2_instrumentalaction.P06,342.8
stojnic_2023.2.2_inefficientagent.P06,345.8
stojnic_2023.2.2_multiagent.P06,348.9
stojnic_2023.2.2_efficientagent.P06,349.9
stojnic_2023.2.2_goaldirected.P08,336.8
stojnic_2023.2.2_multiagent.P08,338.8
stojnic_2023.2.2_efficientagent.P08,339.8
stojnic_2023.2.2_inaccessiblegoal.P08,340.8
stojnic_2023.2.2_inefficientagent.P08,341.8
stojnic_2023.2.2_inefficientagent.P09,330.4
stojnic_2023.2.2_efficientagent.P09,331.4
stojnic_2023.2.2_instrumentalaction.P09,332.4
stojnic_2023.2.2_inaccessiblegoal.P09,337.8
stojnic_2023.2.2_multiagent.P09,338.8
stojnic_2023.2.2_goaldirected.P09,339.8
stojnic_2023.2.2_inaccessiblegoal.P10,331.4
stojnic_2023.2.2_efficientagent.P10,335.8
stojnic_2023.2.2_inaccessiblegoal.P11,328.4
stojnic_2023.2.2_multiagent.P11,329.4
stojnic_2023.2.2_instrumentalaction.P11,330.4
stojnic_2023.2.2_inefficientagent.P11,331.4
stojnic_2023.2.2_goaldirected.P11,342.8
stojnic_2023.2.2_efficientagent.P11,344.8
stojnic_2023.2.2_instrumentalaction.P12,341.8
stojnic_2023.2.2_multiagent.P12,342.8
stojnic_2023.2.2_inaccessiblegoal.P12,343.8
stojnic_2023.2.2_goaldirected.P12,344.8
stojnic_2023.2.2_inefficientagent.P12,345.8
stojnic_2023.2.2_efficientagent.P12,346.8
stojnic_2023.2.2_efficientagent.P13,322.4
stojnic_2023.2.2_instrumentalaction.P13,329.4
stojnic_2023.2.2_inefficientagent.P13,336.8
stojnic_2023.2.2_inaccessiblegoal.P14,329.4
stojnic_2023.2.2_efficientagent.P14,332.4
stojnic_2023.2.2_inefficientagent.P14,334.8
stojnic_2023.2.2_goaldirected.P14,336.8
stojnic_2023.2.2_multiagent.P14,338.8
stojnic_2023.2.2_instrumentalaction.P14,344.8
stojnic_2023.2.2_instrumentalaction.P15,320.4
stojnic_2023.2.2_inaccessiblegoal.P15,321.4
stojnic_2023.2.2_goaldirected.P15,323.4
stojnic_2023.2.2_inefficientagent.P15,329.4
stojnic_2023.2.2_efficientagent.P15,333.4
stojnic_2023.2.2_multiagent.P15,340.8
stojnic_2023.2.2_goaldirected.P16,324.4
stojnic_2023.2.2_efficientagent.P16,336.8
stojnic_2023.2.2_multiagent.P16,338.8
stojnic_2023.2.2_inaccessiblegoal.P16,344.8
stojnic_2023.2.2_inefficientagent.P16,346.8
stojnic_2023.2.2_inaccessiblegoal.P17,332.4
stojnic_2023.2.2_inefficientagent.P17,333.4
stojnic_2023.2.2_goaldirected.P17,334.8
stojnic_2023.2.2_instrumentalaction.P17,335.8
stojnic_2023.2.2_efficientagent.P17,336.8
stojnic_2023.2.2_multiagent.P17,339.8
stojnic_2023.2.2_instrumentalaction.P18,331.4
stojnic_2023.2.2_goaldirected.P18,332.4
stojnic_2023.2.2_inefficientagent.P18,334.8
stojnic_2023.2.2_efficientagent.P18,337.8
stojnic_2023.2.2_multiagent.P18,339.8
stojnic_2023.2.2_inaccessiblegoal.P18,342.8
stojnic_2023.2.2_efficientagent.P19,335.8
stojnic_2023.2.2_goaldirected.P19,337.8
stojnic_2023.2.2_inefficientagent.P19,343.8
stojnic_2023.2.2_instrumentalaction.P19,344.8
stojnic_2023.2.2_multiagent.P19,345.8
stojnic_2023.2.2_inaccessiblegoal.P19,346.8
stojnic_2023.2.2_multiagent.P20,342.8
stojnic_2023.2.2_instrumentalaction.P20,343.8
stojnic_2023.2.2_goaldirected.P20,348.9
stojnic_2023.2.2_inefficientagent.P21,335.8
stojnic_2023.2.2_goaldirected.P21,338.8
stojnic_2023.2.2_efficientagent.P21,339.8
stojnic_2023.2.2_multiagent.P21,341.8
stojnic_2023.2.2_instrumentalaction.P21,342.8
stojnic_2023.2.2_inaccessiblegoal.P21,346.8
stojnic_2023.2.2_goaldirected.P22,330.4
stojnic_2023.2.2_instrumentalaction.P22,331.4
stojnic_2023.2.2_inefficientagent.P22,333.4
stojnic_2023.2.2_multiagent.P22,337.8
stojnic_2023.2.2_efficientagent.P22,338.8
stojnic_2023.2.2_inaccessiblegoal.P22,339.8
stojnic_2023.2.2_efficientagent.P23,330.4
stojnic_2023.2.2_multiagent.P23,331.4
stojnic_2023.2.2_goaldirected.P23,337.8
stojnic_2023.2.2_inefficientagent.P23,342.8
stojnic_2023.2.2_inaccessiblegoal.P23,344.8
stojnic_2023.2.2_instrumentalaction.P23,345.8
stojnic_2023.2.2_efficientagent.P24,337.8
stojnic_2023.2.2_instrumentalaction.P24,339.8
stojnic_2023.2.2_inaccessiblegoal.P24,341.8
stojnic_2023.2.2_multiagent.P24,344.8
stojnic_2023.2.2_goaldirected.P24,346.8
stojnic_2023.2.2_inefficientagent.P24,347.8
stojnic_2023.2.2_multiagent.P25,327.4
stojnic_2023.2.2_efficientagent.P25,329.4
stojnic_2023.2.2_goaldirected.P25,332.4
stojnic_2023.2.2_inefficientagent.P25,333.4
stojnic_2023.2.2_inaccessiblegoal.P25,334.8
stojnic_2023.2.2_instrumentalaction.P25,339.8
stojnic_2023.2.2_multiagent.P26,341.8
stojnic_2023.2.2_inaccessiblegoal.P26,342.8
stojnic_2023.2.2_efficientagent.P26,343.8
stojnic_2023.2.2_goaldirected.P26,345.8
stojnic_2023.2.2_instrumentalaction.P26,348.9
stojnic_2023.2.2_inefficientagent.P26,349.9
stojnic_2023.2.2_goaldirected.P27,322.4
stojnic_2023.2.2_inefficientagent.P27,324.4
stojnic_2023.2.2_efficientagent.P27,330.4
stojnic_2023.2.2_instrumentalaction.P27,332.4
stojnic_2023.2.2_multiagent.P27,333.4
stojnic_2023.2.2_multiagent.P28,339.8
stojnic_2023.2.2_goaldirected.P28,340.8
stojnic_2023.2.2_inaccessiblegoal.P28,341.8
stojnic_2023.2.2_instrumentalaction.P28,346.8
stojnic_2023.2.2_inefficientagent.P28,347.8
stojnic_2023.2.2_efficientagent.P28,348.9
stojnic_2023.2.2_multiagent.P29,337.8
stojnic_2023.2.2_inefficientagent.P29,339.8
stojnic_2023.2.2_instrumentalaction.P29,343.8
stojnic_2023.2.2_efficientagent.P29,346.8
stojnic_2023.2.2_inaccessiblegoal.P29,348.9
stojnic_2023.2.2_inaccessiblegoal.P30,334.8
stojnic_2023.2.2_efficientagent.P30,337.8
stojnic_2023.2.2_inefficientagent.P30,338.8
stojnic_2023.2.2_multiagent.P30,345.8
stojnic_2023.2.2_instrumentalaction.P30,348.9
stojnic_2023.2.2_inefficientagent.P31,341.8
stojnic_2023.2.2_instrumentalaction.P31,343.8
stojnic_2023.2.2_goaldirected.P31,344.8
stojnic_2023.2.2_efficientagent.P31,346.8
stojnic_2023.2.2_inaccessiblegoal.P31,347.8
stojnic_2023.2.2_multiagent.P31,348.9
stojnic_2023.2.2_efficientagent.P32,340.8
stojnic_2023.2.2_multiagent.P32,341.8
stojnic_2023.2.2_goaldirected.P32,342.8
stojnic_2023.2.2_inefficientagent.P32,343.8
stojnic_2023.2.2_inaccessiblegoal.P32,344.8
stojnic_2023.2.2_instrumentalaction.P32,346.8
stojnic_2023.2.2_goaldirected.P03b,322.4
stojnic_2023.2.2_inaccessiblegoal.P07b,336.8
stojnic_2023.2.2_goaldirected.P07b,337.8
stojnic_2023.2.2_multiagent.P07b,339.8
stojnic_2023.2.2_instrumentalaction.P07b,342.8
stojnic_2023.2.2_goaldirected.P08b,328.4
stojnic_2023.2.2_multiagent.P08b,329.4
stojnic_2023.2.2_efficientagent.P08b,330.4
stojnic_2023.2.2_inefficientagent.P08b,332.4
stojnic_2023.2.2_instrumentalaction.P08b,345.8
stojnic_2023.2.2_inaccessiblegoal.P10b,332.4
stojnic_2023.2.2_instrumentalaction.P10b,334.8
stojnic_2023.2.2_efficientagent.P10b,339.8
stojnic_2023.2.2_multiagent.P10b,340.8
stojnic_2023.2.2_inefficientagent.P10b,341.8
stojnic_2023.2.2_goaldirected.P10b,348.9
stojnic_2023.2.2_efficientagent.P13b,331.4
stojnic_2023.2.2_inaccessiblegoal.P13b,335.8
stojnic_2023.2.2_instrumentalaction.P13b,336.8
stojnic_2023.2.2_goaldirected.P13b,337.8
stojnic_2023.2.2_inefficientagent.P13b,338.8
stojnic_2023.2.2_multiagent.P13b,342.8
stojnic_2023.2.2_inaccessiblegoal.P07c,322.4
stojnic_2023.2.2_goaldirected.P07c,323.4
stojnic_2023.2.2_multiagent.P07c,324.4
stojnic_2023.2.2_efficientagent.P07c,329.4
stojnic_2023.2.2_instrumentalaction.P07c,330.4
stojnic_2023.2.2_inefficientagent.P07c,331.4
stojnic_2023.2.2_goaldirected.P16b,335.8
stojnic_2023.2.2_efficientagent.P16b,337.8
stojnic_2023.2.2_multiagent.P16b,340.8
stojnic_2023.2.2_instrumentalaction.P16b,341.8
stojnic_2023.2.2_inaccessiblegoal.P16b,342.8
stojnic_2023.2.2_inefficientagent.P16b,343.8
stojnic_2023.2.2_instrumentalaction.P20b,328.4
stojnic_2023.2.2_inefficientagent.P20b,335.8
stojnic_2023.2.2_inaccessiblegoal.P20b,338.8
stojnic_2023.2.2_efficientagent.P20b,339.8
stojnic_2023.2.2_goaldirected.P20b,346.8
stojnic_2023.2.2_goaldirected.P27b,321.4
stojnic_2023.2.2_inefficientagent.P27b,322.4
stojnic_2023.2.2_efficientagent.P27b,325.4
stojnic_2023.2.2_instrumentalaction.P27b,328.4
stojnic_2023.2.2_multiagent.P27b,329.4
stojnic_2023.2.2_goaldirected.P03c,340.8
stojnic_2023.2.2_inaccessiblegoal.P03c,341.8
stojnic_2023.2.2_instrumentalaction.P03c,342.8
stojnic_2023.2.2_inefficientagent.P03c,343.8
stojnic_2023.2.2_multiagent.P20c,338.8
stojnic_2023.2.2_efficientagent.P27c,323.4
stojnic_2023.2.2_instrumentalaction.P27c,324.4
stojnic_2023.2.2_goaldirected.P08c,321.4
stojnic_2023.2.2_multiagent.P08c,322.4
stojnic_2023.2.2_efficientagent.P08c,323.4
stojnic_2023.2.2_inaccessiblegoal.P08c,324.4
stojnic_2023.2.2_inefficientagent.P08c,325.4
stojnic_2023.2.2_goaldirected.P03d,319.4
stojnic_2023.2.2_inaccessiblegoal.P03d,320.4
stojnic_2023.2.2_inaccessiblegoal.P30b,324.4
stojnic_2023.2.2_goaldirected.P03e,339.8
stojnic_2023.2.2_inaccessiblegoal.P03e,340.8
stojnic_2023.2.2_instrumentalaction.P03e,341.8
stojnic_2023.2.2_inefficientagent.P03e,342.8
stojnic_2023.2.2_multiagent.P03e,343.8
stojnic_2023.2.2_efficientagent.P03e,344.8
stojnic_2023.2.2_inaccessiblegoal.P30c,321.4
stojnic_2023.2.2_efficientagent.P30c,322.4
stojnic_2023.2.2_inefficientagent.P30c,323.4
stojnic_2023.2.2_goaldirected.P30c,325.4
stojnic_2023.2.2_multiagent.P30c,326.4
stojnic_2023.2.2_instrumentalaction.P30c,327.4
stojnic_2023.2.2_multiagent.P20d,332.4
stojnic_2023.2.2_instrumentalaction.P20d,333.4
stojnic_2023.2.2_inefficientagent.P20d,334.8
stojnic_2023.2.2_goaldirected.P27d,333.4
stojnic_2023.2.2_inefficientagent.P27d,335.8
stojnic_2023.2.2_inaccessiblegoal.P27d,336.8
stojnic_2023.2.2_efficientagent.P27d,337.8
stojnic_2023.2.2_instrumentalaction.P27d,340.8
stojnic_2023.2.2_multiagent.P27d,341.8
stojnic_2023.2.2_goaldirected.P08d,333.4
stojnic_2023.2.2_multiagent.P08d,334.8
stojnic_2023.2.2_efficientagent.P08d,335.8
stojnic_2023.2.2_inefficientagent.P08d,337.8
stojnic_2023.2.2_instrumentalaction.P08d,338.8
stojnic_2023.2.2_inaccessiblegoal.P06b,328.4
stojnic_2023.2.2_multiagent.P20e,321.4
stojnic_2023.2.2_instrumentalaction.P20e,322.4
stojnic_2023.2.2_inefficientagent.P20e,323.4
stojnic_2023.2.2_inaccessiblegoal.P20e,326.4
stojnic_2023.2.2_efficientagent.P20e,327.4
stojnic_2023.2.2_goaldirected.P20e,328.4
stojnic_2023.2.2_goaldirected.P08e,324.4
stojnic_2023.2.2_multiagent.P08e,325.4
stojnic_2023.2.2_efficientagent.P08e,326.4
stojnic_2023.2.2_inaccessiblegoal.P08e,327.4
stojnic_2023.2.2_inefficientagent.P08e,328.4
stojnic_2023.2.2_goaldirected.P06c,334.8
stojnic_2023.2.2_inaccessiblegoal.P06c,335.8
stojnic_2023.2.2_instrumentalaction.P06c,336.8
stojnic_2023.2.2_inefficientagent.P06c,337.8
stojnic_2023.2.2_multiagent.P06c,338.8
stojnic_2023.2.2_efficientagent.P06c,339.8
stojnic_2023.2.2_multiagent.P29b,327.4
stojnic_2023.2.2_inefficientagent.P29b,328.4
stojnic_2023.2.2_instrumentalaction.P29b,329.4
stojnic_2023.2.2_efficientagent.P29b,330.4
stojnic_2023.2.2_goaldirected.P29b,331.4
stojnic_2023.2.2_inaccessiblegoal.P29b,332.4
stojnic_2023.2.2_goaldirected.P08f,336.8
stojnic_2023.2.2_multiagent.P08f,337.8
stojnic_2023.2.2_efficientagent.P08f,339.8
stojnic_2023.2.2_inaccessiblegoal.P08f,341.8
stojnic_2023.2.2_inefficientagent.P08f,345.8
stojnic_2023.2.2_instrumentalaction.P08f,346.8
stojnic_2023.2.2_goaldirected.P08g,329.4
stojnic_2023.2.2_multiagent.P08g,330.4
stojnic_2023.2.2_inefficientagent.P08g,335.8
stojnic_2023.2.2_instrumentalaction.P08g,335.8
thoermer_2013.1.1_goalencoding.1,NA
thoermer_2013.1.1_goalencoding.2,NA
thoermer_2013.1.1_goalencoding.3,NA
thoermer_2013.1.1_goalencoding.4,NA
thoermer_2013.1.1_goalencoding.5,NA
thoermer_2013.1.1_goalencoding.6,NA
thoermer_2013.1.1_goalencoding.7,NA
thoermer_2013.1.1_goalencoding.8,NA
thoermer_2013.1.1_goalencoding.9,NA
thoermer_2013.1.1_goalencoding.10,NA
thoermer_2013.1.1_goalencoding.12,NA
thoermer_2013.1.1_goalencoding.13,NA
thoermer_2013.1.1_goalencoding.14,NA
thoermer_2013.1.1_goalencoding.15,NA
thoermer_2013.1.1_goalencoding.16,NA
thoermer_2013.1.1_goalencoding.17,NA
thoermer_2013.1.1_goalencoding.18,NA
thoermer_2013.1.1_goalencoding.19,NA
thoermer_2013.1.1_goalencoding.20,NA
thoermer_2013.1.1_goalencoding.21,NA
thoermer_2013.1.1_goalencoding.22,NA
thoermer_2013.1.1_goalencoding.23,NA
thoermer_2013.1.1_goalencoding.24,NA
thoermer_2013.1.1_goalencoding.25,NA
