subject,age
liu_2019.5.5_noncausal.S3_30,117
liu_2019.5.5_noncausal.S3_31,105
liu_2019.5.5_noncausal.S3_34,114
liu_2019.5.5_noncausal.S3_35,105
liu_2019.5.5_noncausal.S3_37,98
liu_2019.5.5_noncausal.S3_38,118
liu_2019.5.5_noncausal.S3_41,93
liu_2019.5.5_noncausal.S3_42,112
liu_2019.5.5_noncausal.S3_46,120
liu_2019.5.5_noncausal.S3_47,120
liu_2019.5.5_noncausal.S3_48,97
liu_2019.5.5_causal.S3_11,112
liu_2019.5.5_causal.S3_13,106
liu_2019.5.5_causal.S3_14,96
liu_2019.5.5_causal.S3_15,110
liu_2019.5.5_causal.S3_2,99
liu_2019.5.5_causal.S3_20,109
liu_2019.5.5_causal.S3_21,100
liu_2019.5.5_causal.S3_22,112
liu_2019.5.5_causal.S3_24,102
liu_2019.5.5_causal.S3_26,96
liu_2019.5.5_causal.S3_3,102
liu_2019.5.5_causal.S3_4,97
liu_2019.5.5_causal.S3_7,113
liu_2019.5.5_causal.S3_29,95
liu_2019.5.5_causal.S3_32,92
liu_2019.5.5_causal.S3_33,103
liu_2019.5.5_causal.S3_36,104
liu_2019.5.5_causal.S3_39,107
liu_2019.5.5_causal.S3_40,112
liu_2019.5.5_causal.S3_43,109
liu_2019.5.5_causal.S3_44,121
liu_2019.5.5_causal.S3_45,92
liu_2019.5.5_causal.S3_49,98
liu_2019.5.5_causal.S3_50,119
liu_2019.5.5_causal.S3_51,120
liu_2019.5.5_causal.S3_52,109
liu_2019.1.1.S4_1,103
liu_2019.1.1.S4_10,102
liu_2019.1.1.S4_2,113
liu_2019.1.1.S4_3,101
liu_2019.1.1.S4_4,107
liu_2019.1.1.S4_5,100
liu_2019.1.1.S4_6,113
liu_2019.1.1.S4_7,122
liu_2019.1.1.S4_8,102
liu_2019.1.1.S4_9,105
liu_2019.1.1.S4_11,92
liu_2019.1.1.S4_12,110
liu_2019.1.1.S4_13,118
liu_2019.1.1.S4_14,114
liu_2019.1.1.S4_15,105
liu_2019.1.1.S4_16,111
liu_2019.1.1.S4_17,97
liu_2019.1.1.S4_18,110
liu_2019.1.1.S4_19,117
liu_2019.1.1.S4_20,116
liu_2019.2.2.S5_1,100
liu_2019.2.2.S5_10,107
liu_2019.2.2.S5_2,93
liu_2019.2.2.S5_3,116
liu_2019.2.2.S5_4,98
liu_2019.2.2.S5_5,117
liu_2019.2.2.S5_6,104
liu_2019.2.2.S5_7,116
liu_2019.2.2.S5_8,118
liu_2019.2.2.S5_9,101
liu_2019.2.2.S5_11,120
liu_2019.2.2.S5_12,108
liu_2019.2.2.S5_13,109
liu_2019.2.2.S5_14,97
liu_2019.2.2.S5_15,104
liu_2019.2.2.S5_16,110
liu_2019.2.2.S5_17,113
liu_2019.2.2.S5_18,105
liu_2019.2.2.S5_19,116
liu_2019.2.2.S5_20,107
liu_2022.4.4_study2.01-MR,306.4
liu_2022.4.4_study2.03-MR,306.4
liu_2022.4.4_study2.12-MR,314.5
liu_2022.4.4_study2.13-MR,306.4
liu_2022.4.4_study2.15-MR,298.3
liu_2022.4.4_study2.17-MR,312.5
liu_2022.4.4_study2.18-MR,294.3
liu_2022.4.4_study2.19-MR,313.5
liu_2022.4.4_study2.21-MR,288.2
liu_2022.4.4_study2.22-MR,288.2
liu_2022.4.4_study2.28-MR,312.5
liu_2022.4.4_study2.29-MR,298.3
liu_2022.4.4_study2.30-MR,291.2
liu_2022.4.4_study2.35-MR,303.4
liu_2022.4.4_study2.36-MR,295.3
liu_2022.4.4_study2.37-MR,306.4
liu_2022.4.4_study2.38-MR,272.9
liu_2022.4.4_study2.41-MR,302.4
liu_2022.4.4_study2.42-MR,300.3
liu_2022.4.4_study2.43-MR,299.3
liu_2022.4.4_study2.53-MR,314.5
liu_2022.4.4_study2.55-MR,310.5
liu_2022.4.4_study2.58-MR,290.2
liu_2022.4.4_study2.60-MR,318.6
liu_2022.4.4_study2.61-MR,291.2
liu_2022.4.4_study2.62-MR,313.5
liu_2022.4.4_study2.63-MR,316.6
liu_2022.4.4_study2.64-MR,314.5
liu_2022.4.4_study2.65-MR,300.3
liu_2022.4.4_study2.66-MR,306.4
liu_2022.4.4_study1.S5_1,315.6
liu_2022.4.4_study1.S5_2,315.6
liu_2022.4.4_study1.S5_3,312.5
liu_2022.4.4_study1.S5_4,315.6
liu_2022.4.4_study1.S5_5,307.4
liu_2022.4.4_study1.S5_6,320.6
liu_2022.4.4_study1.S5_7,306.4
liu_2022.4.4_study1.S5_8,297.3
liu_2022.4.4_study1.S5_9,312.5
liu_2022.4.4_study1.S5_10,302.4
liu_2022.4.4_study1.S5_11,323.7
liu_2022.4.4_study1.S5_12,306.4
liu_2022.4.4_study1.S5_13,298.3
liu_2022.4.4_study1.S5_14,322.7
liu_2022.4.4_study1.S5_15,311.5
liu_2022.4.4_study1.S5_16,292.2
liu_2022.4.4_study1.S5_17,305.4
liu_2022.4.4_study1.S5_18,309.5
liu_2022.4.4_study1.S5_19,299.3
liu_2022.4.4_study1.S5_20,315.6
liu_2022.4.4_study1.S5_21,293.2
liu_2022.4.4_study1.S5_22,318.6
liu_2022.4.4_study1.S5_23,293.2
liu_2022.4.4_study1.S5_24,307.4
liu_2022.4.4_study1.S5_25,311.5
liu_2022.4.4_study1.S5_26,305.4
liu_2022.4.4_study1.S5_27,313.5
liu_2022.4.4_study1.S5_29,303.4
liu_2022.4.4_study1.S5_30,316.6
liu_2022.4.4_study1.S5_31,299.3
liu_2022.4.4_study1.S5_32,321.7
liu_2022.4.4_study3.10m_1,290.1
liu_2022.4.4_study3.10m_5,317.5
liu_2022.4.4_study3.10m_9,299.2
liu_2022.4.4_study3.10m_13,306.2
liu_2022.4.4_study3.10m_17,299.2
liu_2022.4.4_study3.10m_21,325.7
liu_2022.4.4_study3.10m_25,321.4
liu_2022.4.4_study3.10m_29,302.3
liu_2022.4.4_study3.10m_33,298.3
liu_2022.4.4_study3.10m_37,311.4
liu_2022.4.4_study3.10m_2,305.3
liu_2022.4.4_study3.10m_6,326.6
liu_2022.4.4_study3.10m_10,326.6
liu_2022.4.4_study3.10m_14,324.5
liu_2022.4.4_study3.10m_22,312.3
liu_2022.4.4_study3.10m_26,336.7
liu_2022.4.4_study3.10m_30,316.6
liu_2022.4.4_study3.10m_34,298.3
liu_2022.4.4_study3.10m_38,324.5
liu_2022.4.4_study3.10m_3,316.6
liu_2022.4.4_study3.10m_7,334.8
liu_2022.4.4_study3.10m_11,306.2
liu_2022.4.4_study3.10m_15,311.4
liu_2022.4.4_study3.10m_18,309.3
liu_2022.4.4_study3.10m_19,313.5
liu_2022.4.4_study3.10m_23,312.3
liu_2022.4.4_study3.10m_27,310.5
liu_2022.4.4_study3.10m_31,301.4
liu_2022.4.4_study3.10m_35,306.2
liu_2022.4.4_study3.10m_39,305.3
liu_2022.4.4_study3.10m_4,305.3
liu_2022.4.4_study3.10m_8,319.6
liu_2022.4.4_study3.10m_12,295.3
liu_2022.4.4_study3.10m_16,293.1
liu_2022.4.4_study3.10m_20,301.4
liu_2022.4.4_study3.10m_24,320.5
liu_2022.4.4_study3.10m_28,315.4
liu_2022.4.4_study3.10m_32,311.4
liu_2022.4.4_study3.10m_36,308.4
liu_2022.4.4_study3.10m_40,328.8
liu_unpublisheda.1.1_solidity.s061,305
liu_unpublisheda.1.1_solidity.s062,229
liu_unpublisheda.1.1_solidity.s063,180
liu_unpublisheda.1.1_solidity.s064,250
liu_unpublisheda.1.1_solidity.s093,270
liu_unpublisheda.1.1_solidity.s096,218
liu_unpublisheda.1.1_solidity.s104,215
liu_unpublisheda.1.1_solidity.s122,233
liu_unpublisheda.1.1_solidity.s065,205
liu_unpublisheda.1.1_solidity.s066,191
liu_unpublisheda.1.1_solidity.s068,190
liu_unpublisheda.1.1_solidity.s072,188
liu_unpublisheda.1.1_solidity.s073,266
liu_unpublisheda.1.1_solidity.s105,265
liu_unpublisheda.1.1_solidity.s092,226
liu_unpublisheda.1.1_solidity.s114,180
liu_unpublisheda.1.1_solidity.s121,179
liu_unpublisheda.1.1_solidity.s095,289
liu_unpublisheda.1.1_solidity.s098,275
liu_unpublisheda.1.1_solidity.s102,273
liu_unpublisheda.1.1_solidity.s103,159
liu_unpublisheda.1.1_solidity.s106,263
liu_unpublisheda.1.1_solidity.s082,197
liu_unpublisheda.1.1_solidity.s090,234
liu_unpublisheda.1.1_solidity.s112,206
liu_unpublisheda.1.1_solidity.s116,249
liu_unpublisheda.1.1_solidity.s120,250
liu_unpublisheda.1.1_support.s059,315
liu_unpublisheda.1.1_support.s061,309
liu_unpublisheda.1.1_support.s062,230
liu_unpublisheda.1.1_support.s084,239
liu_unpublisheda.1.1_support.s093,271
liu_unpublisheda.1.1_support.s096,223
liu_unpublisheda.1.1_support.s104,222
liu_unpublisheda.1.1_support.s065,230
liu_unpublisheda.1.1_support.s067,295
liu_unpublisheda.1.1_support.s068,193
liu_unpublisheda.1.1_support.s072,192
liu_unpublisheda.1.1_support.s073,269
liu_unpublisheda.1.1_support.s097,244
liu_unpublisheda.1.1_support.s105,270
liu_unpublisheda.1.1_support.s114,184
liu_unpublisheda.1.1_support.s075,261
liu_unpublisheda.1.1_support.s076,143
liu_unpublisheda.1.1_support.s077,139
liu_unpublisheda.1.1_support.s081,284
liu_unpublisheda.1.1_support.s098,270
liu_unpublisheda.1.1_support.s100,225
liu_unpublisheda.1.1_support.s102,262
liu_unpublisheda.1.1_support.s103,153
liu_unpublisheda.1.1_support.s106,261
liu_unpublisheda.1.1_support.s099,163
liu_unpublisheda.1.1_support.s101,206
liu_unpublisheda.1.1_support.s125,204
liu_unpublisheda.1.1_support.s078,138
liu_unpublisheda.1.1_support.s082,183
liu_unpublisheda.1.1_support.s085,142
liu_unpublisheda.1.1_support.s087,207
liu_unpublisheda.1.1_support.s089,192
liu_unpublisheda.1.1_support.s090,228
liu_unpublisheda.1.1_support.s108,183
liu_unpublisheda.1.1_support.s110,168
liu_unpublisheda.1.1_support.s112,186
liu_unpublisheda.1.1_support.s113,304
liu_unpublisheda.1.1_support.s115,191
liu_unpublisheda.1.1_support.s116,241
liu_unpublisheda.1.1_support.s117,182
liu_unpublisheda.1.1_support.s118,248
liu_unpublisheda.1.1_support.s119,239
liu_unpublisheda.1.1_support.s120,246
liu_unpublishedb.1.1.s013,184
liu_unpublishedb.1.1.s014,197
liu_unpublishedb.1.1.s015,206
liu_unpublishedb.1.1.s016,229
liu_unpublishedb.1.1.s017,177
liu_unpublishedb.1.1.s018,228
liu_unpublishedb.1.1.s019,169
liu_unpublishedb.1.1.s020,209
liu_unpublishedb.1.1.s021,160
liu_unpublishedb.1.1.s022,277
liu_unpublishedb.1.1.s025,235
liu_unpublishedb.1.1.s026,293
liu_unpublishedb.1.1.s027,165
liu_unpublishedb.1.1.s029,269
liu_unpublishedb.1.1.s030,266
liu_unpublishedb.1.1.s031,304
liu_unpublishedb.1.1.s032,285
liu_unpublishedb.1.1.s033,224
liu_unpublishedb.1.1.s034,160
liu_unpublishedb.1.1.s035,164
liu_unpublishedb.1.1.s036,296
liu_unpublishedb.1.1.s039,173
liu_unpublishedb.1.1.s040,171
liu_unpublishedb.1.1.s042,145
liu_unpublishedb.1.1.s043,149
liu_unpublishedb.1.1.s044,260
liu_unpublishedc.1.1.KSR-01-BR,213
liu_unpublishedc.1.1.KSR-02-OA,214
liu_unpublishedc.1.1.KSR-03-AP-BP,216
liu_unpublishedc.1.1.ksr-04-dg,198
liu_unpublishedc.1.1.KSR-05-ER,216
liu_unpublishedc.1.1.KSR-06-IR-BP,224
liu_unpublishedc.1.1.KSR-07CG-BP,201
liu_unpublishedc.1.1.KSR-09-ZS-BP,219
liu_unpublishedc.1.1.KSR-10-JM,213
liu_unpublishedc.1.1.KSR-10-WS-BP,207
liu_unpublishedc.1.1.KSR-11-ON-BP,201
liu_unpublishedc.1.1.ksr13msbp,216
liu_unpublishedc.1.1.KSR-14-JF,222
liu_unpublishedc.1.1.KSR-14-CB-BP,205
liu_unpublishedc.1.1.KSR-15-EW-BP,205
liu_unpublishedc.1.1.KSR-16-BH,216
liu_unpublishedc.1.1.KSR-17-MP,204
liu_unpublishedc.1.1.KSR-18-AK,216
liu_unpublishedc.1.1.KSR-19-FC,205
liu_unpublishedc.1.1.KSR-20-AG,207
liu_unpublishedc.1.1.KSR-21-HS,209
liu_unpublishedc.1.1.KSR-22-PY,222
liu_unpublishedc.1.1.KSR-23-FR,207
liu_unpublishedc.1.1.KSR-24-MD,223
liu_unpublishedc.1.1.KSR-11-AH,219
liu_unpublishedc.1.1.KSR-12-LP,226
liu_unpublishedc.1.1.KSR-13-LH,213
liu_unpublishedc.1.1.KSR-15-CZ,221
liu_unpublishedc.1.1.KSR-06-LR,202
liu_unpublishedc.1.1.KSR-7-DP,206
liu_unpublishedc.1.1.KSR-8-SM,196
liu_unpublishedc.1.1.KSR-9-AB,204
liu_unpublishedc.1.1.KSR-01-AM,207
liu_unpublishedc.1.1.KSR-02-SB,221
liu_unpublishedc.1.1.KSR-4-HL,207
liu_unpublishedc.1.1.KSR-5-BF,209
liu_unpublishedc.1.1.KSR-5-EG,222
liu_unpublishedd.1.1.8,302.4
liu_unpublishedd.1.1.10,325.7
liu_unpublishedd.1.1.13,214.1
liu_unpublishedd.1.1.14,202.9
liu_unpublishedd.1.1.3,326.7
liu_unpublishedd.1.1.5,298.3
liu_unpublishedd.1.1.7,331.8
liu_unpublishedd.1.1.9,277
liu_unpublishedd.1.1.12,298.3
liu_unpublishedd.1.1.1,307.4
liu_unpublishedd.1.1.2,314.5
liu_unpublishedd.1.1.4,333.8
liu_unpublishedd.1.1.15,315.6
liu_unpublishedd.1.1.16,223.2
liu_unpublishedd.1.1.17,198.9
liu_unpublishedd.1.1.18,343
liu_unpublishedd.1.1.21,315.6
liu_unpublishedd.1.1.22,345
liu_unpublishedd.1.1.25,322.7
liu_unpublishedd.1.1.26,366.3
liu_unpublishedd.1.1.27,319.6
liu_unpublishedd.1.1.28,276
liu_unpublishedd.1.1.29,389.6
liu_unpublishedd.1.1.31,254.7
liu_unpublishedd.1.1.32,334.8
liu_unpublishedd.1.1.33,361.2
liu_unpublishedd.1.1.30,331.8
liu_unpublishedd.1.1.34,331.8
liu_unpublishedd.1.1.19,352.1
liu_unpublishedd.1.1.35,306.4
liu_unpublishedd.1.1.36,224.2
luo_2005a.1.1_experimental.1,156.2
luo_2005a.1.1_experimental.2,154.2
luo_2005a.1.1_experimental.3,158.2
luo_2005a.1.1_experimental.4,152.2
luo_2005a.1.1_experimental.5,160.2
luo_2005a.1.1_experimental.6,152.2
luo_2005a.1.1_experimental.7,157.2
luo_2005a.1.1_experimental.8,152.2
luo_2005a.1.1_experimental.9,171.2
luo_2005a.1.1_experimental.10,157.2
luo_2005a.1.1_experimental.11,159.2
luo_2005a.1.1_experimental.12,164.2
luo_2005a.1.1_control.13,168.2
luo_2005a.1.1_control.14,161.2
luo_2005a.1.1_control.15,169.2
luo_2005a.1.1_control.16,156.2
luo_2005a.1.1_control.17,153.2
luo_2005a.1.1_control.18,171.2
luo_2005a.1.1_control.19,166.2
luo_2005a.1.1_control.20,155.2
luo_2005a.1.1_control.21,160.2
luo_2005a.1.1_control.22,161.2
luo_2005a.1.1_control.23,168.2
luo_2005a.1.1_control.24,170.2
luo_2005a.2.2_shorthandle.1,147.8
luo_2005a.2.2_shorthandle.2,166.2
luo_2005a.2.2_shorthandle.3,167.2
luo_2005a.2.2_shorthandle.4,168.2
luo_2005a.2.2_shorthandle.5,163.2
luo_2005a.2.2_shorthandle.6,164.2
luo_2005a.2.2_shorthandle.7,158.2
luo_2005a.2.2_shorthandle.8,169.2
luo_2005a.2.2_shorthandle.9,160.2
luo_2005a.2.2_shorthandle.10,155.2
luo_2005a.2.2_shorthandle.11,155.2
luo_2005a.2.2_shorthandle.12,159.2
luo_2005a.2.2_longhandle.13,161.2
luo_2005a.2.2_longhandle.14,168.2
luo_2005a.2.2_longhandle.15,155.2
luo_2005a.2.2_longhandle.16,160.2
luo_2005a.2.2_longhandle.17,167.2
luo_2005a.2.2_longhandle.18,161.2
luo_2005a.2.2_longhandle.19,162.2
luo_2005a.2.2_longhandle.20,169.2
luo_2005a.2.2_longhandle.21,154.2
luo_2005a.2.2_longhandle.22,167.2
luo_2005a.2.2_longhandle.23,173.2
luo_2005a.2.2_longhandle.24,172.2
luo_2005b.1.1_ca.1,102
luo_2005b.1.1_ca.2,99
luo_2005b.1.1_ca.3,98
luo_2005b.1.1_ca.4,101
luo_2005b.1.1_ca.5,101
luo_2005b.1.1_ca.6,102
luo_2005b.1.1_ca.7,97
luo_2005b.1.1_ca.8,97
luo_2005b.1.1_cdna.1,98
luo_2005b.1.1_cdna.2,102
luo_2005b.1.1_cdna.3,102
luo_2005b.1.1_cdna.4,98
luo_2005b.1.1_cdna.5,97
luo_2005b.1.1_cdna.6,97
luo_2005b.1.1_cdna.7,97
luo_2005b.1.1_cdna.8,103
luo_2009a.1.1_visibleshortbox.1,205.6
luo_2009a.1.1_visibleshortbox.2,209.6
luo_2009a.1.1_visibleshortbox.3,165.2
luo_2009a.1.1_visibleshortbox.4,159.2
luo_2009a.1.1_visibleshortbox.5,174.2
luo_2009a.1.1_visibleshortbox.6,174.2
luo_2009a.1.1_visibleshortbox.7,197.6
luo_2009a.1.1_visibleshortbox.8,178.2
luo_2009a.1.1_visibleshortbox.9,161.2
luo_2009a.1.1_visibleshortbox.10,173.2
luo_2009a.1.1_visibleshortbox.11,195.6
luo_2009a.1.1_visibleshortbox.12,194.6
luo_2009a.1.1_hiddenshortbox.1,186.6
luo_2009a.1.1_hiddenshortbox.2,201.6
luo_2009a.1.1_hiddenshortbox.3,205.6
luo_2009a.1.1_hiddenshortbox.4,191.6
luo_2009a.1.1_hiddenshortbox.5,205.6
luo_2009a.1.1_hiddenshortbox.6,154.2
luo_2009a.1.1_hiddenshortbox.7,207.6
luo_2009a.1.1_hiddenshortbox.8,198.6
luo_2009a.1.1_hiddenshortbox.9,176.2
luo_2009a.1.1_hiddenshortbox.10,222.1
luo_2009a.1.1_hiddenshortbox.11,180.2
luo_2009a.1.1_hiddenshortbox.12,174.2
luo_2009a.1.1_visibletallbox.1,192.6
luo_2009a.1.1_visibletallbox.2,211.6
luo_2009a.1.1_visibletallbox.3,189.6
luo_2009a.1.1_visibletallbox.4,204.6
luo_2009a.1.1_visibletallbox.5,159.2
luo_2009a.1.1_visibletallbox.6,166.2
luo_2009a.1.1_visibletallbox.7,210.6
luo_2009a.1.1_visibletallbox.8,186.6
luo_2009a.1.1_visibletallbox.9,216.1
luo_2009a.1.1_visibletallbox.10,197.6
luo_2009a.1.1_visibletallbox.11,184.6
luo_2009a.1.1_visibletallbox.12,194.6
luo_2009a.2.2_visibleinfront.1,183.6
luo_2009a.2.2_visibleinfront.2,201.6
luo_2009a.2.2_visibleinfront.3,183.6
luo_2009a.2.2_visibleinfront.4,170.2
luo_2009a.2.2_visibleinfront.5,195.6
luo_2009a.2.2_visibleinfront.6,155.2
luo_2009a.2.2_visibleinfront.7,198.6
luo_2009a.2.2_visibleinfront.8,203.6
luo_2009a.2.2_visibleinfront.9,191.6
luo_2009a.2.2_visibleinfront.10,177.2
luo_2009a.2.2_visibleinfront.11,171.2
luo_2009a.2.2_visibleinfront.12,177.2
luo_2009a.2.2_hiddenbehind.1,198.6
luo_2009a.2.2_hiddenbehind.2,175.2
luo_2009a.2.2_hiddenbehind.3,158.2
luo_2009a.2.2_hiddenbehind.4,160.2
luo_2009a.2.2_hiddenbehind.5,185.6
luo_2009a.2.2_hiddenbehind.6,164.2
luo_2009a.2.2_hiddenbehind.7,182.6
luo_2009a.2.2_hiddenbehind.8,186.6
luo_2009a.2.2_hiddenbehind.9,188.6
luo_2009a.2.2_hiddenbehind.10,178.2
luo_2009a.2.2_hiddenbehind.11,180.2
luo_2009a.2.2_hiddenbehind.12,187.6
luo_2009b.1.1_inert.1,155.2
luo_2009b.1.1_inert.2,156.2
luo_2009b.1.1_inert.3,150.8
luo_2009b.1.1_inert.4,153.2
luo_2009b.1.1_inert.5,147.8
luo_2009b.1.1_inert.6,138.8
luo_2009b.1.1_inert.7,159.2
luo_2009b.1.1_inert.8,156.2
luo_2009b.1.1_inert.9,140.8
luo_2009b.1.1_inert.10,149.8
luo_2009b.1.1_inert.11,137.8
luo_2009b.1.1_inert.12,139.8
luo_2009b.1.1_inert.13,152.2
luo_2009b.1.1_inert.14,143.8
luo_2009b.1.1_inert.15,156.2
luo_2009b.1.1_inert.16,154.2
luo_2009b.1.1_selfpropelled.1,137.8
luo_2009b.1.1_selfpropelled.2,137.8
luo_2009b.1.1_selfpropelled.3,157.2
luo_2009b.1.1_selfpropelled.4,157.2
luo_2009b.1.1_selfpropelled.5,162.2
luo_2009b.1.1_selfpropelled.6,143.8
luo_2009b.1.1_selfpropelled.7,150.8
luo_2009b.1.1_selfpropelled.8,160.2
luo_2009b.1.1_selfpropelled.9,141.8
luo_2009b.1.1_selfpropelled.10,137.8
luo_2009b.1.1_selfpropelled.11,148.8
luo_2009b.1.1_selfpropelled.12,147.8
luo_2009b.1.1_selfpropelled.13,150.8
luo_2009b.1.1_selfpropelled.14,149.8
luo_2009b.1.1_selfpropelled.15,156.2
luo_2009b.1.1_selfpropelled.16,161.2
luo_2009b.2.2_inert.1,153.2
luo_2009b.2.2_inert.2,149.8
luo_2009b.2.2_inert.3,144.8
luo_2009b.2.2_inert.4,146.8
luo_2009b.2.2_inert.5,160.2
luo_2009b.2.2_inert.6,161.2
luo_2009b.2.2_inert.7,149.8
luo_2009b.2.2_inert.8,157.2
luo_2009b.2.2_inert.9,149.8
luo_2009b.2.2_inert.10,156.2
luo_2009b.2.2_inert.11,137.8
luo_2009b.2.2_inert.12,146.8
luo_2009b.2.2_inert.13,159.2
luo_2009b.2.2_inert.14,158.2
luo_2009b.2.2_inert.15,160.2
luo_2009b.2.2_inert.16,152.2
luo_2009b.2.2_selfpropelled.1,153.2
luo_2009b.2.2_selfpropelled.2,155.2
luo_2009b.2.2_selfpropelled.3,149.8
luo_2009b.2.2_selfpropelled.4,156.2
luo_2009b.2.2_selfpropelled.5,157.2
luo_2009b.2.2_selfpropelled.6,154.2
luo_2009b.2.2_selfpropelled.7,146.8
luo_2009b.2.2_selfpropelled.8,138.8
luo_2009b.2.2_selfpropelled.9,140.8
luo_2009b.2.2_selfpropelled.10,158.2
luo_2009b.2.2_selfpropelled.11,143.8
luo_2009b.2.2_selfpropelled.12,150.8
luo_2009b.2.2_selfpropelled.13,160.2
luo_2009b.2.2_selfpropelled.14,158.2
luo_2009b.2.2_selfpropelled.15,154.2
luo_2009b.2.2_selfpropelled.16,160.2
luo_2010.1.1_smallwindow.1,221.1
luo_2010.1.1_smallwindow.2,236.1
luo_2010.1.1_smallwindow.3,228.1
luo_2010.1.1_smallwindow.4,235.1
luo_2010.1.1_smallwindow.5,242.1
luo_2010.1.1_smallwindow.6,253.5
luo_2010.1.1_smallwindow.7,270.5
luo_2010.1.1_smallwindow.8,266.5
luo_2010.1.1_smallwindow.9,240.1
luo_2010.1.1_smallwindow.10,238.1
luo_2010.1.1_largewindow.1,274
luo_2010.1.1_largewindow.2,238.1
luo_2010.1.1_largewindow.3,283
luo_2010.1.1_largewindow.4,246.5
luo_2010.1.1_largewindow.5,221.1
luo_2010.1.1_largewindow.6,220.1
luo_2010.1.1_largewindow.7,281
luo_2010.1.1_largewindow.8,267.5
luo_2010.1.1_largewindow.9,236.1
luo_2010.1.1_largewindow.10,226.1
luo_2010.2.2_handsoccupied.1,247.5
luo_2010.2.2_handsoccupied.2,247.5
luo_2010.2.2_handsoccupied.3,246.5
luo_2010.2.2_handsoccupied.4,247.5
luo_2010.2.2_handsoccupied.5,264.5
luo_2010.2.2_handsoccupied.6,223.1
luo_2010.2.2_handsoccupied.7,240.1
luo_2010.2.2_handsoccupied.8,220.1
luo_2010.2.2_handsoccupied.9,219.1
luo_2010.2.2_handsoccupied.10,220.1
luo_2010.2.2_handsfree.1,227.1
luo_2010.2.2_handsfree.2,257.5
luo_2010.2.2_handsfree.3,239.1
luo_2010.2.2_handsfree.4,226.1
luo_2010.2.2_handsfree.5,236.1
luo_2010.2.2_handsfree.6,216.1
luo_2010.2.2_handsfree.7,231.1
luo_2010.2.2_handsfree.8,235.1
luo_2010.2.2_handsfree.9,237.1
luo_2010.2.2_handsfree.10,261.5
luo_2011.1.1_twoobject.1,103.3
luo_2011.1.1_twoobject.2,86.9
luo_2011.1.1_twoobject.3,105.3
luo_2011.1.1_twoobject.4,129.8
luo_2011.1.1_twoobject.5,107.3
luo_2011.1.1_twoobject.6,79.9
luo_2011.1.1_twoobject.7,129.8
luo_2011.1.1_twoobject.8,98.3
luo_2011.1.1_twoobject.9,106.3
luo_2011.1.1_twoobject.10,109.3
luo_2011.1.1_twoobject.11,83.9
luo_2011.1.1_twoobject.12,103.3
luo_2011.1.1_oneobject.13,96.3
luo_2011.1.1_oneobject.14,96.3
luo_2011.1.1_oneobject.15,80.9
luo_2011.1.1_oneobject.16,76.9
luo_2011.1.1_oneobject.17,94.3
luo_2011.1.1_oneobject.18,96.3
luo_2011.1.1_oneobject.19,119.3
luo_2011.1.1_oneobject.20,118.3
luo_2011.1.1_oneobject.21,124.8
luo_2011.1.1_oneobject.22,87.9
luo_2011.1.1_oneobject.23,88.9
luo_2011.1.1_oneobject.24,84.9
luo_2011.2.2.25,85.9
luo_2011.2.2.26,108.3
luo_2011.2.2.27,118.3
luo_2011.2.2.28,81.9
luo_2011.2.2.29,89.9
luo_2011.2.2.30,88.9
luo_2011.2.2.31,87.9
luo_2011.2.2.32,91.3
luo_2011.2.2.33,88.9
luo_2011.2.2.34,98.3
luo_2011.2.2.35,92.3
luo_2011.2.2.36,84.9
martin_2017.1.1_preference.330,293
martin_2017.1.1_preference.333,295
martin_2017.1.1_preference.334,296
martin_2017.1.1_preference.342,292
martin_2017.1.1_preference.346,297
martin_2017.1.1_preference.347,293
martin_2017.1.1_preference.348,292
martin_2017.1.1_preference.382,302
martin_2017.1.1_preference.329,302
martin_2017.1.1_preference.331,301
martin_2017.1.1_preference.332,293
martin_2017.1.1_preference.337,298
martin_2017.1.1_preference.341,306.4
martin_2017.1.1_preference.343,295
martin_2017.1.1_preference.345,300
martin_2017.1.1_preference.349,291
martin_2017.1.1_preference.1,297
martin_2017.1.1_preference.8,303
martin_2017.1.1_preference.14,303
martin_2017.1.1_preference.17,307.4
martin_2017.1.1_preference.24,302
martin_2017.1.1_preference.27,300
martin_2017.1.1_preference.30,302
martin_2017.1.1_preference.32,299
martin_2017.1.1_preference.4,294
martin_2017.1.1_preference.10,301
martin_2017.1.1_preference.13,314.4
martin_2017.1.1_preference.16,316.4
martin_2017.1.1_preference.28,296
martin_2017.1.1_preference.35,311.4
martin_2017.1.1_preference.36,311.4
martin_2017.1.1_preference.39,315.4
martin_2017.1.1_choice.350,292
martin_2017.1.1_choice.354,292
martin_2017.1.1_choice.355,295
martin_2017.1.1_choice.358,294
martin_2017.1.1_choice.361,293
martin_2017.1.1_choice.368,291
martin_2017.1.1_choice.369,295
martin_2017.1.1_choice.370,299
martin_2017.1.1_choice.351,294
martin_2017.1.1_choice.352,292
martin_2017.1.1_choice.356,295
martin_2017.1.1_choice.359,291
martin_2017.1.1_choice.360,303
martin_2017.1.1_choice.364,294
martin_2017.1.1_choice.365,293
martin_2017.1.1_choice.379,303
martin_2017.1.1_choice.2,297
martin_2017.1.1_choice.6,296
martin_2017.1.1_choice.9,303
martin_2017.1.1_choice.18,296
martin_2017.1.1_choice.29,302
martin_2017.1.1_choice.31,309.4
martin_2017.1.1_choice.33,299
martin_2017.1.1_choice.43,308.4
