paper,subject,trial_number,trial_looking_time,age_in_days
martin_2017,martin_2017.7.7.140,8,5.47,301
martin_2017,martin_2017.7.7.140,9,9.59,301
martin_2017,martin_2017.7.7.140,10,7.94,301
martin_2017,martin_2017.7.7.140,11,4.37,301
martin_2017,martin_2017.7.7.143,1,7.85,307.4
martin_2017,martin_2017.7.7.143,2,3.28,307.4
martin_2017,martin_2017.7.7.143,3,3.44,307.4
martin_2017,martin_2017.7.7.143,4,6.95,307.4
martin_2017,martin_2017.7.7.143,5,7.1,307.4
martin_2017,martin_2017.7.7.143,6,6.02,307.4
martin_2017,martin_2017.7.7.143,7,3.03,307.4
martin_2017,martin_2017.7.7.143,8,6.53,307.4
martin_2017,martin_2017.7.7.143,9,3.84,307.4
martin_2017,martin_2017.7.7.143,10,3.39,307.4
martin_2017,martin_2017.7.7.143,11,9.76,307.4
martin_2017,martin_2017.7.7.143,12,9.51,307.4
martin_2017,martin_2017.7.7.143,13,2.88,307.4
martin_2017,martin_2017.7.7.145,1,14.31,304.4
martin_2017,martin_2017.7.7.145,2,18.5,304.4
martin_2017,martin_2017.7.7.145,3,9.9,304.4
martin_2017,martin_2017.7.7.145,4,8.54,304.4
martin_2017,martin_2017.7.7.145,5,29.86,304.4
martin_2017,martin_2017.7.7.145,6,9.77,304.4
martin_2017,martin_2017.7.7.145,7,14.05,304.4
martin_2017,martin_2017.7.7.145,8,12.99,304.4
martin_2017,martin_2017.7.7.145,9,11.77,304.4
martin_2017,martin_2017.7.7.145,10,10.13,304.4
martin_2017,martin_2017.7.7.145,11,7.21,304.4
martin_2017,martin_2017.7.7.145,12,8.16,304.4
martin_2017,martin_2017.7.7.145,13,12.26,304.4
martin_2017,martin_2017.7.7.148,1,24.54,298
martin_2017,martin_2017.7.7.148,2,15.58,298
martin_2017,martin_2017.7.7.148,3,7.1,298
martin_2017,martin_2017.7.7.148,4,6.8,298
martin_2017,martin_2017.7.7.148,5,12.79,298
martin_2017,martin_2017.7.7.148,6,11.53,298
martin_2017,martin_2017.7.7.148,7,8.41,298
martin_2017,martin_2017.7.7.148,8,5.36,298
martin_2017,martin_2017.7.7.128,1,11.97,300
martin_2017,martin_2017.7.7.128,2,24.95,300
martin_2017,martin_2017.7.7.128,3,14.3,300
martin_2017,martin_2017.7.7.128,4,26.25,300
martin_2017,martin_2017.7.7.128,5,13.23,300
martin_2017,martin_2017.7.7.128,6,27.23,300
martin_2017,martin_2017.7.7.128,7,14.78,300
martin_2017,martin_2017.7.7.128,8,13.48,300
martin_2017,martin_2017.7.7.128,9,9.49,300
martin_2017,martin_2017.7.7.128,10,9.22,300
martin_2017,martin_2017.7.7.128,11,9.54,300
martin_2017,martin_2017.7.7.128,12,15.59,300
martin_2017,martin_2017.7.7.128,13,8.41,300
martin_2017,martin_2017.7.7.129,1,16.76,299
martin_2017,martin_2017.7.7.129,2,10.52,299
martin_2017,martin_2017.7.7.129,3,8.46,299
martin_2017,martin_2017.7.7.129,4,31.65,299
martin_2017,martin_2017.7.7.129,5,14.87,299
martin_2017,martin_2017.7.7.129,6,11.57,299
martin_2017,martin_2017.7.7.129,7,18.17,299
martin_2017,martin_2017.7.7.129,8,11.37,299
martin_2017,martin_2017.7.7.129,9,5.95,299
martin_2017,martin_2017.7.7.129,10,5.42,299
martin_2017,martin_2017.7.7.133,1,26.84,304.4
martin_2017,martin_2017.7.7.133,2,15.89,304.4
martin_2017,martin_2017.7.7.133,3,22.4,304.4
martin_2017,martin_2017.7.7.133,4,24.81,304.4
martin_2017,martin_2017.7.7.133,5,10.65,304.4
martin_2017,martin_2017.7.7.133,6,6.7,304.4
martin_2017,martin_2017.7.7.135,1,15,302
martin_2017,martin_2017.7.7.135,2,6.18,302
martin_2017,martin_2017.7.7.135,3,10.12,302
martin_2017,martin_2017.7.7.135,4,14.72,302
martin_2017,martin_2017.7.7.135,5,7.42,302
martin_2017,martin_2017.7.7.135,6,6.09,302
martin_2017,martin_2017.7.7.135,7,6.02,302
martin_2017,martin_2017.7.7.135,8,5.47,302
martin_2017,martin_2017.7.7.135,9,4.88,302
martin_2017,martin_2017.7.7.135,10,6.8,302
martin_2017,martin_2017.7.7.135,11,5.04,302
martin_2017,martin_2017.7.7.135,12,12.89,302
martin_2017,martin_2017.7.7.135,13,5.43,302
martin_2017,martin_2017.7.7.138,1,19.85,314.4
martin_2017,martin_2017.7.7.138,2,13.85,314.4
martin_2017,martin_2017.7.7.138,3,10.65,314.4
martin_2017,martin_2017.7.7.138,4,11.13,314.4
martin_2017,martin_2017.7.7.138,5,12.12,314.4
martin_2017,martin_2017.7.7.138,6,9.43,314.4
martin_2017,martin_2017.7.7.138,7,8.66,314.4
martin_2017,martin_2017.7.7.138,8,7.75,314.4
martin_2017,martin_2017.7.7.138,9,7.75,314.4
martin_2017,martin_2017.7.7.138,10,8.32,314.4
martin_2017,martin_2017.7.7.138,11,6.65,314.4
martin_2017,martin_2017.7.7.138,12,7.95,314.4
martin_2017,martin_2017.7.7.142,1,40.87,304
martin_2017,martin_2017.7.7.142,2,14.03,304
martin_2017,martin_2017.7.7.142,3,16.27,304
martin_2017,martin_2017.7.7.142,4,8.59,304
martin_2017,martin_2017.7.7.142,5,10.14,304
martin_2017,martin_2017.7.7.144,1,30.1,308.4
martin_2017,martin_2017.7.7.144,2,17.78,308.4
martin_2017,martin_2017.7.7.144,3,23.96,308.4
martin_2017,martin_2017.7.7.144,4,15.61,308.4
martin_2017,martin_2017.7.7.144,5,24.12,308.4
martin_2017,martin_2017.7.7.144,6,15.89,308.4
martin_2017,martin_2017.7.7.144,7,12.69,308.4
martin_2017,martin_2017.7.7.146,1,27.91,309.4
martin_2017,martin_2017.7.7.146,2,8.28,309.4
martin_2017,martin_2017.7.7.146,3,3.84,309.4
martin_2017,martin_2017.7.7.146,4,8.67,309.4
martin_2017,martin_2017.7.7.146,5,7.53,309.4
martin_2017,martin_2017.7.7.146,6,6.42,309.4
powell_unpublished,powell_unpublished.1.1.6,2,34.5,243.5
powell_unpublished,powell_unpublished.1.1.6,3,21.4,243.5
powell_unpublished,powell_unpublished.1.1.7,1,12.4,246.6
powell_unpublished,powell_unpublished.1.1.7,2,5.9,246.6
powell_unpublished,powell_unpublished.1.1.7,3,6.2,246.6
powell_unpublished,powell_unpublished.1.1.9,1,7.4,258.7
powell_unpublished,powell_unpublished.1.1.9,2,4.4,258.7
powell_unpublished,powell_unpublished.1.1.9,3,7.9,258.7
powell_unpublished,powell_unpublished.1.1.10,2,19.2,273
powell_unpublished,powell_unpublished.1.1.10,3,6.9,273
powell_unpublished,powell_unpublished.1.1.11,1,9.6,250.5
powell_unpublished,powell_unpublished.1.1.11,2,5.9,250.5
powell_unpublished,powell_unpublished.1.1.12,1,22.4,253.6
powell_unpublished,powell_unpublished.1.1.12,2,9.7,253.6
powell_unpublished,powell_unpublished.1.1.12,3,10.4,253.6
powell_unpublished,powell_unpublished.1.1.13,1,16.1,248.7
powell_unpublished,powell_unpublished.1.1.13,2,16.5,248.7
powell_unpublished,powell_unpublished.1.1.13,3,36.9,248.7
powell_unpublished,powell_unpublished.1.1.14,1,24.8,252.7
powell_unpublished,powell_unpublished.1.1.14,2,13.5,252.7
powell_unpublished,powell_unpublished.1.1.14,3,3.9,252.7
powell_unpublished,powell_unpublished.1.1.16,1,7,268.8
powell_unpublished,powell_unpublished.1.1.16,2,8,268.8
powell_unpublished,powell_unpublished.1.1.16,3,6.1,268.8
powell_unpublished,powell_unpublished.1.1.17,1,12.1,234.4
powell_unpublished,powell_unpublished.1.1.17,2,23.7,234.4
powell_unpublished,powell_unpublished.1.1.17,3,29.2,234.4
powell_unpublished,powell_unpublished.1.1.18,2,5.9,289.2
powell_unpublished,powell_unpublished.1.1.18,3,3.3,289.2
powell_unpublished,powell_unpublished.1.1.19,1,7.6,257.8
powell_unpublished,powell_unpublished.1.1.19,2,7.1,257.8
powell_unpublished,powell_unpublished.1.1.21,1,15.8,271.8
powell_unpublished,powell_unpublished.1.1.21,2,25.1,271.8
powell_unpublished,powell_unpublished.1.1.21,3,6.1,271.8
powell_unpublished,powell_unpublished.1.1.22,1,19.6,236.5
powell_unpublished,powell_unpublished.1.1.22,2,9.5,236.5
powell_unpublished,powell_unpublished.1.1.22,3,2.6,236.5
powell_unpublished,powell_unpublished.1.1.23,1,8.8,274
powell_unpublished,powell_unpublished.1.1.23,2,28.9,274
powell_unpublished,powell_unpublished.1.1.23,3,14.3,274
powell_unpublished,powell_unpublished.1.1.24,1,10.6,241.4
powell_unpublished,powell_unpublished.1.1.24,2,4.8,241.4
powell_unpublished,powell_unpublished.1.1.24,3,3.5,241.4
powell_unpublished,powell_unpublished.1.1.25,1,6.967791669,249.6
powell_unpublished,powell_unpublished.1.1.25,2,7.198255655,249.6
powell_unpublished,powell_unpublished.1.1.25,3,14.68374265,249.6
powell_unpublished,powell_unpublished.1.1.26,1,10.29839778,265.7
powell_unpublished,powell_unpublished.1.1.26,2,5.249728368,265.7
powell_unpublished,powell_unpublished.1.1.26,3,6.182945322,265.7
powell_unpublished,powell_unpublished.1.1.27,1,17.8490524,244.4
powell_unpublished,powell_unpublished.1.1.27,2,20.66621072,244.4
powell_unpublished,powell_unpublished.1.1.27,3,7.883484885,244.4
powell_unpublished,powell_unpublished.1.1.28,1,15.1641233,251.7
powell_unpublished,powell_unpublished.1.1.28,2,9.965979435,251.7
powell_unpublished,powell_unpublished.1.1.28,3,8.283407264,251.7
powell_unpublished,powell_unpublished.1.1.29,1,10.90145883,285.2
powell_unpublished,powell_unpublished.1.1.29,2,10.04947184,285.2
powell_unpublished,powell_unpublished.1.1.29,3,14.73691392,285.2
powell_unpublished,powell_unpublished.1.1.30,1,13.6671559,274.9
powell_unpublished,powell_unpublished.1.1.30,2,15.28364499,274.9
powell_unpublished,powell_unpublished.1.1.30,3,10.14851134,274.9
powell_unpublished,powell_unpublished.1.1.31,1,6.498634664,245.7
powell_unpublished,powell_unpublished.1.1.31,2,8.718133588,245.7
powell_unpublished,powell_unpublished.1.1.31,3,3.21497427,245.7
powell_unpublished,powell_unpublished.1.1.32,1,18.44912231,276.1
powell_unpublished,powell_unpublished.1.1.32,2,6.182066069,276.1
powell_unpublished,powell_unpublished.1.1.32,3,3.417355453,276.1
powell_unpublished,powell_unpublished.1.1.33,1,7.183228791,250.5
powell_unpublished,powell_unpublished.1.1.33,2,21.73321744,250.5
powell_unpublished,powell_unpublished.1.1.33,3,11.53221255,250.5
powell_unpublished,powell_unpublished.1.1.34,1,21.49740011,284
powell_unpublished,powell_unpublished.1.1.34,2,9.317289988,284
powell_unpublished,powell_unpublished.1.1.34,3,19.65211622,284
powell_unpublished,powell_unpublished.1.1.35,1,16.84669148,262.7
powell_unpublished,powell_unpublished.1.1.35,2,4.184519433,262.7
powell_unpublished,powell_unpublished.1.1.35,3,4.815835885,262.7
powell_unpublished,powell_unpublished.1.1.36,1,47.42232959,270
powell_unpublished,powell_unpublished.1.1.36,2,21.2832563,270
powell_unpublished,powell_unpublished.1.1.36,3,22.28419523,270
powell_unpublished,powell_unpublished.1.1.37,1,24.87605115,250.5
powell_unpublished,powell_unpublished.1.1.37,2,24.83373725,250.5
powell_unpublished,powell_unpublished.1.1.37,3,6.899429737,250.5
powell_unpublished,powell_unpublished.1.1.38,1,19.56550259,265.7
powell_unpublished,powell_unpublished.1.1.38,2,6.465883443,265.7
powell_unpublished,powell_unpublished.1.1.38,3,4.49981574,265.7
powell_unpublished,powell_unpublished.1.1.39,1,43.53287727,274
powell_unpublished,powell_unpublished.1.1.39,2,21.71942759,274
powell_unpublished,powell_unpublished.1.1.39,3,19.38095611,274
powell_unpublished,powell_unpublished.1.1.40,1,12.18196819,255.7
powell_unpublished,powell_unpublished.1.1.40,2,11.93424336,255.7
powell_unpublished,powell_unpublished.1.1.40,3,8.665960348,255.7
powell_unpublished,powell_unpublished.1.1.42,1,6.599887737,259.7
powell_unpublished,powell_unpublished.1.1.42,2,3.667721876,259.7
powell_unpublished,powell_unpublished.1.1.43,1,3.485797771,274.9
powell_unpublished,powell_unpublished.1.1.43,2,5.948129746,274.9
powell_unpublished,powell_unpublished.1.1.43,3,2.667429275,274.9
powell_unpublished,powell_unpublished.1.1.44,1,6.583805048,258.7
powell_unpublished,powell_unpublished.1.1.44,2,6.282158422,258.7
powell_unpublished,powell_unpublished.1.1.45,1,8.250051929,253.6
powell_unpublished,powell_unpublished.1.1.45,2,13.96557418,253.6
powell_unpublished,powell_unpublished.1.1.45,3,13.63181526,253.6
powell_unpublished,powell_unpublished.1.1.46,1,18.01530936,242.6
powell_unpublished,powell_unpublished.1.1.46,2,23.41280411,242.6
powell_unpublished,powell_unpublished.1.1.46,3,6.032773214,242.6
powell_unpublished,powell_unpublished.1.1.47,1,40.14851166,246.6
powell_unpublished,powell_unpublished.1.1.47,2,4.150482623,246.6
powell_unpublished,powell_unpublished.1.1.47,3,21.34972887,246.6
powell_unpublished,powell_unpublished.1.1.48,1,9.000319615,252.7
powell_unpublished,powell_unpublished.1.1.48,2,10.8323851,252.7
powell_unpublished,powell_unpublished.1.1.48,3,8.281316115,252.7
powell_unpublished,powell_unpublished.1.1.50,1,26.79888264,239.6
powell_unpublished,powell_unpublished.1.1.50,2,14.80084004,239.6
powell_unpublished,powell_unpublished.1.1.50,3,6.585792126,239.6
powell_unpublished,powell_unpublished.1.1.51,1,17.39750818,251.7
powell_unpublished,powell_unpublished.1.1.51,2,12.20034603,251.7
powell_unpublished,powell_unpublished.1.1.51,3,5.072275194,251.7
powell_unpublished,powell_unpublished.1.1.52,1,7.651800201,257.8
powell_unpublished,powell_unpublished.1.1.52,2,3.966728992,257.8
powell_unpublished,powell_unpublished.1.1.52,3,14.31686309,257.8
powell_unpublished,powell_unpublished.1.1.53,1,7.399422653,247.5
powell_unpublished,powell_unpublished.1.1.53,2,7.265284329,247.5
powell_unpublished,powell_unpublished.1.1.53,3,14.02935766,247.5
powell_unpublished,powell_unpublished.1.1.54,1,1.407582602,249.6
powell_unpublished,powell_unpublished.1.1.54,2,4.868403411,249.6
powell_unpublished,powell_unpublished.1.1.54,3,6.634468208,249.6
powell_unpublished,powell_unpublished.1.1.55,1,4.499416593,235.3
powell_unpublished,powell_unpublished.1.1.55,2,3.466373414,235.3
powell_unpublished,powell_unpublished.1.1.55,3,5.485918818,235.3
powell_unpublished,powell_unpublished.1.1.56,1,17.31612743,270.9
powell_unpublished,powell_unpublished.1.1.56,2,7.851723431,270.9
powell_unpublished,powell_unpublished.1.1.56,3,4.466939598,270.9
powell_unpublished,powell_unpublished.1.1.57,1,13.18384673,274.9
powell_unpublished,powell_unpublished.1.1.57,2,6.033390135,274.9
powell_unpublished,powell_unpublished.1.1.57,3,7.221126403,274.9
powell_unpublished,powell_unpublished.1.1.58,1,21.46687665,267.9
powell_unpublished,powell_unpublished.1.1.58,2,15.06452834,267.9
powell_unpublished,powell_unpublished.1.1.58,3,13.98411775,267.9
powell_unpublished,powell_unpublished.1.1.60,1,4.700026628,277.9
powell_unpublished,powell_unpublished.1.1.60,2,4.099998657,277.9
powell_unpublished,powell_unpublished.1.1.60,3,5.484003625,277.9
powell_unpublished,powell_unpublished.1.1.61,1,8.382032512,267.9
powell_unpublished,powell_unpublished.1.1.61,2,16.97635347,267.9
powell_unpublished,powell_unpublished.1.1.61,3,6.249399396,267.9
powell_unpublished,powell_unpublished.1.1.62,1,13.32604989,291.3
powell_unpublished,powell_unpublished.1.1.62,2,7.78385911,291.3
powell_unpublished,powell_unpublished.1.1.62,3,13.0840727,291.3
powell_unpublished,powell_unpublished.1.1.63,1,5.033328144,253.6
powell_unpublished,powell_unpublished.1.1.63,2,6.11653629,253.6
powell_unpublished,powell_unpublished.1.1.63,3,5.017900306,253.6
powell_unpublished,powell_unpublished.1.1.64,1,5.550393735,277
powell_unpublished,powell_unpublished.1.1.64,2,16.65054938,277
powell_unpublished,powell_unpublished.1.1.64,3,6.599230238,277
powell_unpublished,powell_unpublished.1.1.65,1,11.65378014,284
powell_unpublished,powell_unpublished.1.1.65,2,6.378553599,284
powell_unpublished,powell_unpublished.1.1.65,3,2.616880519,284
powell_unpublished,powell_unpublished.1.1.67,1,14.38329876,247.5
powell_unpublished,powell_unpublished.1.1.67,2,16.2318877,247.5
powell_unpublished,powell_unpublished.1.1.67,3,10.15079122,247.5
powell_unpublished,powell_unpublished.1.1.68,1,5.699425124,259.7
powell_unpublished,powell_unpublished.1.1.68,2,2.96571881,259.7
powell_unpublished,powell_unpublished.1.1.68,3,5.099810258,259.7
powell_unpublished,powell_unpublished.1.1.69,1,10.92645134,246.6
powell_unpublished,powell_unpublished.1.1.69,2,8.98340318,246.6
powell_unpublished,powell_unpublished.1.1.69,3,6.515901289,246.6
powell_unpublished,powell_unpublished.1.1.71,1,4.883383445,268.8
powell_unpublished,powell_unpublished.1.1.71,2,10.28247019,268.8
powell_unpublished,powell_unpublished.1.1.71,3,10.08511922,268.8
powell_unpublished,powell_unpublished.1.1.72,1,8.31488101,268.8
powell_unpublished,powell_unpublished.1.1.72,2,3.599014539,268.8
powell_unpublished,powell_unpublished.1.1.72,3,2.117560106,268.8
powell_unpublished,powell_unpublished.1.1.73,1,15.11656341,280
powell_unpublished,powell_unpublished.1.1.73,2,8.465000672,280
powell_unpublished,powell_unpublished.1.1.73,3,8.799657522,280
sanal-hayes_2022,sanal-hayes_2022.2.2_small.1,1,3.2219926385285,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.1,2,3.28708120738312,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.1,3,2.71828182845905,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.2,1,2.94467955106552,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.2,2,1.99371553324308,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.2,3,2.48432253338482,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.3,1,3.28708120738312,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.3,2,4.09595540407118,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.3,3,4.34923514106274,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.4,1,5.20697982717985,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.4,2,2.63794445935415,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.4,3,2.36316069370579,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.5,1,3.064854203293,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.5,2,2.1814722654982,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.5,3,2.09593551449436,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.6,1,3.064854203293,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.6,2,3.09565650012471,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.6,3,3.63278655575281,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.7,1,3.63278655575281,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.7,2,3.25437420288967,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.7,3,2.66445624192942,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.8,1,4.80664819377518,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.8,2,3.97490162749475,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.8,3,3.00416602394643,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.9,1,2.80106583469908,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.9,2,5.00281122783359,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.9,3,3.35348465254902,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.10,1,5.58452846427605,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.10,2,3.93535069547047,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.10,3,2.71828182845905,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.11,1,2.5092903899363,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.11,2,2.03399125864675,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.11,3,2.05443321064389,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.12,1,6.88951024158129,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.12,2,5.31216779718117,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_small.12,3,4.48168907033806,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.13,1,5.528961477624,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.13,2,2.82921701435156,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.13,3,2.61169647342312,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.14,1,3.09565650012471,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.14,2,2.27049983753241,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.14,3,2.82921701435156,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.15,1,3.38718773362133,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.15,2,2.03399125864675,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.15,3,1.44773461466332,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.16,1,4.61817682229978,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.16,2,2.66445624192942,NA
sanal-hayes_2022,sanal-hayes_2022.2.2_large.16,3,2.36316069370579,NA
skerry_2013,skerry_2013.1.1.12,1,12.4,96
skerry_2013,skerry_2013.1.1.12,2,7.7,96
skerry_2013,skerry_2013.1.1.12,3,8.8,96
skerry_2013,skerry_2013.1.1.12,4,6.1,96
skerry_2013,skerry_2013.1.1.12,5,6.2,96
skerry_2013,skerry_2013.1.1.12,6,8,96
skerry_2013,skerry_2013.1.1.12,7,7.3,96
skerry_2013,skerry_2013.1.1.12,8,12.3,96
skerry_2013,skerry_2013.1.1.12,9,7.2,96
skerry_2013,skerry_2013.1.1.12,10,6.3,96
skerry_2013,skerry_2013.1.1.12,11,9.1,96
skerry_2013,skerry_2013.1.1.17,1,8.6,111
skerry_2013,skerry_2013.1.1.17,2,19.5,111
skerry_2013,skerry_2013.1.1.17,3,9.4,111
skerry_2013,skerry_2013.1.1.17,4,6.1,111
skerry_2013,skerry_2013.1.1.17,5,8,111
skerry_2013,skerry_2013.1.1.17,6,7.7,111
skerry_2013,skerry_2013.1.1.17,7,5.8,111
skerry_2013,skerry_2013.1.1.17,8,10.7,111
skerry_2013,skerry_2013.1.1.17,9,9.1,111
skerry_2013,skerry_2013.1.1.19,1,45,107
skerry_2013,skerry_2013.1.1.19,2,7.6,107
skerry_2013,skerry_2013.1.1.19,3,11.5,107
skerry_2013,skerry_2013.1.1.19,4,11.5,107
skerry_2013,skerry_2013.1.1.19,5,8.6,107
skerry_2013,skerry_2013.1.1.23,1,15.7,116
skerry_2013,skerry_2013.1.1.23,2,11.2,116
skerry_2013,skerry_2013.1.1.23,3,4.4,116
skerry_2013,skerry_2013.1.1.23,4,6.6,116
skerry_2013,skerry_2013.1.1.23,5,10.2,116
skerry_2013,skerry_2013.1.1.23,6,7.9,116
skerry_2013,skerry_2013.1.1.23,7,8.4,116
skerry_2013,skerry_2013.1.1.23,8,5.6,116
skerry_2013,skerry_2013.1.1.23,9,7.5,116
skerry_2013,skerry_2013.1.1.23,10,4.8,116
skerry_2013,skerry_2013.1.1.23,11,13.7,116
skerry_2013,skerry_2013.1.1.24,1,7.7,120
skerry_2013,skerry_2013.1.1.24,2,10.3,120
skerry_2013,skerry_2013.1.1.24,3,5.8,120
skerry_2013,skerry_2013.1.1.24,4,4.6,120
skerry_2013,skerry_2013.1.1.24,5,4,120
skerry_2013,skerry_2013.1.1.27,1,45,103
skerry_2013,skerry_2013.1.1.27,2,6.7,103
skerry_2013,skerry_2013.1.1.27,3,45,103
skerry_2013,skerry_2013.1.1.27,4,27.4,103
skerry_2013,skerry_2013.1.1.27,5,19.2,103
skerry_2013,skerry_2013.1.1.27,6,18.6,103
skerry_2013,skerry_2013.1.1.27,7,28.8,103
skerry_2013,skerry_2013.1.1.27,8,19.8,103
skerry_2013,skerry_2013.1.1.27,9,17.2,103
skerry_2013,skerry_2013.1.1.27,10,20,103
skerry_2013,skerry_2013.1.1.27,11,45,103
skerry_2013,skerry_2013.1.1.33,1,45,114
skerry_2013,skerry_2013.1.1.33,2,17.4,114
skerry_2013,skerry_2013.1.1.33,3,8.4,114
skerry_2013,skerry_2013.1.1.33,4,13.4,114
skerry_2013,skerry_2013.1.1.33,5,7.3,114
skerry_2013,skerry_2013.1.1.43,1,6.4,93
skerry_2013,skerry_2013.1.1.43,2,6.7,93
skerry_2013,skerry_2013.1.1.43,3,5,93
skerry_2013,skerry_2013.1.1.43,4,9,93
skerry_2013,skerry_2013.1.1.43,5,6.8,93
skerry_2013,skerry_2013.1.1.43,6,7.7,93
skerry_2013,skerry_2013.1.1.43,7,9.4,93
skerry_2013,skerry_2013.1.1.43,8,6.7,93
skerry_2013,skerry_2013.1.1.43,9,6.9,93
skerry_2013,skerry_2013.1.1.50,1,9.4,116
skerry_2013,skerry_2013.1.1.50,2,7.4,116
skerry_2013,skerry_2013.1.1.50,3,37.2,116
skerry_2013,skerry_2013.1.1.50,4,8.6,116
skerry_2013,skerry_2013.1.1.50,5,17.4,116
skerry_2013,skerry_2013.1.1.50,6,3.5,116
skerry_2013,skerry_2013.1.1.50,7,44.5,116
skerry_2013,skerry_2013.1.1.50,8,42.1,116
skerry_2013,skerry_2013.1.1.50,9,17.1,116
skerry_2013,skerry_2013.1.1.50,10,22.5,116
skerry_2013,skerry_2013.1.1.50,11,19.1,116
skerry_2013,skerry_2013.1.1.52,1,8.6,108
skerry_2013,skerry_2013.1.1.52,2,6.5,108
skerry_2013,skerry_2013.1.1.52,3,6.5,108
skerry_2013,skerry_2013.1.1.52,4,5.1,108
skerry_2013,skerry_2013.1.1.52,5,6.3,108
skerry_2013,skerry_2013.1.1.52,6,6.2,108
skerry_2013,skerry_2013.1.1.52,7,5.9,108
skerry_2013,skerry_2013.1.1.52,8,7.3,108
skerry_2013,skerry_2013.1.1.52,9,10.1,108
skerry_2013,skerry_2013.1.1.52,10,6.1,108
skerry_2013,skerry_2013.1.1.52,11,9.1,108
skerry_2013,skerry_2013.1.1.59,1,13.2,99
skerry_2013,skerry_2013.1.1.59,2,7.1,99
skerry_2013,skerry_2013.1.1.59,3,5.6,99
skerry_2013,skerry_2013.1.1.59,4,45,99
skerry_2013,skerry_2013.1.1.59,5,45,99
skerry_2013,skerry_2013.1.1.59,6,16.7,99
skerry_2013,skerry_2013.1.1.59,7,31.6,99
skerry_2013,skerry_2013.1.1.59,8,9.8,99
skerry_2013,skerry_2013.1.1.59,9,25.7,99
skerry_2013,skerry_2013.1.1.59,10,21,99
skerry_2013,skerry_2013.1.1.59,11,4.1,99
skerry_2013,skerry_2013.1.1.65,1,3.5,112
skerry_2013,skerry_2013.1.1.65,2,6.3,112
skerry_2013,skerry_2013.1.1.65,3,15,112
skerry_2013,skerry_2013.1.1.65,4,11,112
skerry_2013,skerry_2013.1.1.65,5,7.5,112
skerry_2013,skerry_2013.1.1.65,6,12.7,112
skerry_2013,skerry_2013.1.1.65,7,10.1,112
skerry_2013,skerry_2013.1.1.65,8,8.3,112
skerry_2013,skerry_2013.1.1.65,9,9.9,112
skerry_2013,skerry_2013.1.1.65,10,14.5,112
skerry_2013,skerry_2013.1.1.65,11,13.3,112
skerry_2013,skerry_2013.1.1.67,1,12.3,121
skerry_2013,skerry_2013.1.1.67,2,7.4,121
skerry_2013,skerry_2013.1.1.67,3,25.8,121
skerry_2013,skerry_2013.1.1.67,4,5.9,121
skerry_2013,skerry_2013.1.1.67,5,26.6,121
