paper,subject,trial_number,trial_looking_time,age_in_days
brandone_2009,brandone_2009.1.1_control10.119,3,7.6,277.3
brandone_2009,brandone_2009.1.1_control10.119,4,14.05,277.3
brandone_2009,brandone_2009.1.1_control10.119,5,10.03,277.3
brandone_2009,brandone_2009.1.1_control10.119,6,4.4,277.3
brandone_2009,brandone_2009.1.1_control10.116,1,12.07,280.7
brandone_2009,brandone_2009.1.1_control10.116,2,21.65,280.7
brandone_2009,brandone_2009.1.1_control10.116,3,14.18,280.7
brandone_2009,brandone_2009.1.1_control10.116,4,7.83,280.7
brandone_2009,brandone_2009.1.1_control10.116,5,7.42,280.7
brandone_2009,brandone_2009.1.1_control10.105,1,12.37,309.9
brandone_2009,brandone_2009.1.1_control10.105,2,12,309.9
brandone_2009,brandone_2009.1.1_control10.105,3,17.52,309.9
brandone_2009,brandone_2009.1.1_control10.105,4,15.88,309.9
brandone_2009,brandone_2009.1.1_control10.105,5,13.4,309.9
brandone_2009,brandone_2009.1.1_control10.105,6,11.88,309.9
brandone_2009,brandone_2009.1.1_control10.105,7,12.02,309.9
brandone_2009,brandone_2009.1.1_control10.105,8,11.45,309.9
brandone_2009,brandone_2009.1.1_control10.105,9,8.4,309.9
brandone_2009,brandone_2009.1.1_control10.175,1,4.83,306.2
brandone_2009,brandone_2009.1.1_control10.175,2,5.15,306.2
brandone_2009,brandone_2009.1.1_control10.175,3,7.92,306.2
brandone_2009,brandone_2009.1.1_control10.175,4,8.92,306.2
brandone_2009,brandone_2009.1.1_control10.175,5,3.02,306.2
brandone_2009,brandone_2009.1.1_control10.175,6,19.98,306.2
brandone_2009,brandone_2009.1.1_control10.175,7,21.45,306.2
brandone_2009,brandone_2009.1.1_control10.175,8,14.9,306.2
brandone_2009,brandone_2009.1.1_control10.175,9,28.62,306.2
brandone_2009,brandone_2009.1.1_control10.117,1,16.2,280
brandone_2009,brandone_2009.1.1_control10.117,2,13.42,280
brandone_2009,brandone_2009.1.1_control10.117,3,12.42,280
brandone_2009,brandone_2009.1.1_control10.117,4,11.48,280
brandone_2009,brandone_2009.1.1_control10.117,5,18.95,280
brandone_2009,brandone_2009.1.1_control10.117,6,14.02,280
brandone_2009,brandone_2009.1.1_control10.117,7,12.82,280
brandone_2009,brandone_2009.1.1_control10.117,8,13.33,280
brandone_2009,brandone_2009.1.1_control10.117,9,18.27,280
brandone_2009,brandone_2009.1.1_control10.121,1,12.93,281.9
brandone_2009,brandone_2009.1.1_control10.121,2,4.47,281.9
brandone_2009,brandone_2009.1.1_control10.121,3,2.2,281.9
brandone_2009,brandone_2009.1.1_control10.121,4,20.82,281.9
brandone_2009,brandone_2009.1.1_control10.121,5,17.53,281.9
brandone_2009,brandone_2009.1.1_control10.121,6,38,281.9
brandone_2009,brandone_2009.1.1_control10.121,7,13.13,281.9
brandone_2009,brandone_2009.1.1_control10.121,8,13.43,281.9
brandone_2009,brandone_2009.1.1_control10.121,9,13.7,281.9
brandone_2009,brandone_2009.1.1_control10.122,1,23.28,281.6
brandone_2009,brandone_2009.1.1_control10.122,2,15.4,281.6
brandone_2009,brandone_2009.1.1_control10.122,3,21.08,281.6
brandone_2009,brandone_2009.1.1_control10.122,4,15.43,281.6
brandone_2009,brandone_2009.1.1_control10.122,5,13.48,281.6
brandone_2009,brandone_2009.1.1_control10.122,6,18.32,281.6
brandone_2009,brandone_2009.1.1_control10.122,7,12.28,281.6
brandone_2009,brandone_2009.1.1_control10.122,8,11.95,281.6
brandone_2009,brandone_2009.1.1_control10.122,9,15.48,281.6
brandone_2009,brandone_2009.1.1_control10.149,1,21.1,306.5
brandone_2009,brandone_2009.1.1_control10.149,2,10.43,306.5
brandone_2009,brandone_2009.1.1_control10.149,3,44.9,306.5
brandone_2009,brandone_2009.1.1_control10.149,4,5.52,306.5
brandone_2009,brandone_2009.1.1_control10.149,5,8.7,306.5
brandone_2009,brandone_2009.1.1_control10.104,1,17.62,281
brandone_2009,brandone_2009.1.1_control10.104,2,12.35,281
brandone_2009,brandone_2009.1.1_control10.104,3,18.5,281
brandone_2009,brandone_2009.1.1_control10.104,4,12.33,281
brandone_2009,brandone_2009.1.1_control10.104,5,27.3,281
brandone_2009,brandone_2009.1.1_control10.104,6,17.58,281
brandone_2009,brandone_2009.1.1_control10.104,7,21.17,281
brandone_2009,brandone_2009.1.1_control10.104,8,12,281
brandone_2009,brandone_2009.1.1_control10.104,9,14.12,281
brandone_2009,brandone_2009.1.1_control10.174,1,21.67,308.1
brandone_2009,brandone_2009.1.1_control10.174,2,32.43,308.1
brandone_2009,brandone_2009.1.1_control10.174,3,42.7,308.1
brandone_2009,brandone_2009.1.1_control10.174,4,21.23,308.1
brandone_2009,brandone_2009.1.1_control10.174,5,15.92,308.1
brandone_2009,brandone_2009.1.1_control12.139,1,3.13,340.6
brandone_2009,brandone_2009.1.1_control12.139,2,4.32,340.6
brandone_2009,brandone_2009.1.1_control12.139,3,2.43,340.6
brandone_2009,brandone_2009.1.1_control12.139,4,6.32,340.6
brandone_2009,brandone_2009.1.1_control12.139,5,5.23,340.6
brandone_2009,brandone_2009.1.1_control12.139,6,3.52,340.6
brandone_2009,brandone_2009.1.1_control12.139,7,3.58,340.6
brandone_2009,brandone_2009.1.1_control12.139,8,5.32,340.6
brandone_2009,brandone_2009.1.1_control12.139,9,3.08,340.6
brandone_2009,brandone_2009.1.1_control12.165,1,3.43,341.8
brandone_2009,brandone_2009.1.1_control12.165,2,2.62,341.8
brandone_2009,brandone_2009.1.1_control12.165,3,5.5,341.8
brandone_2009,brandone_2009.1.1_control12.165,4,5.55,341.8
brandone_2009,brandone_2009.1.1_control12.165,5,2.62,341.8
brandone_2009,brandone_2009.1.1_control12.165,6,3.12,341.8
brandone_2009,brandone_2009.1.1_control12.165,7,2.43,341.8
brandone_2009,brandone_2009.1.1_control12.165,8,5.65,341.8
brandone_2009,brandone_2009.1.1_control12.165,9,3.62,341.8
brandone_2009,brandone_2009.1.1_control12.147,1,6.08,343.4
brandone_2009,brandone_2009.1.1_control12.147,2,3,343.4
brandone_2009,brandone_2009.1.1_control12.147,3,2.95,343.4
brandone_2009,brandone_2009.1.1_control12.147,4,4.33,343.4
brandone_2009,brandone_2009.1.1_control12.147,5,3.67,343.4
brandone_2009,brandone_2009.1.1_control12.147,6,3.85,343.4
brandone_2009,brandone_2009.1.1_control12.147,7,3.05,343.4
brandone_2009,brandone_2009.1.1_control12.147,8,6.58,343.4
brandone_2009,brandone_2009.1.1_control12.147,9,6.47,343.4
brandone_2009,brandone_2009.1.1_control12.154,1,14.1,342.1
brandone_2009,brandone_2009.1.1_control12.154,2,7.08,342.1
brandone_2009,brandone_2009.1.1_control12.154,3,2.67,342.1
brandone_2009,brandone_2009.1.1_control12.154,4,5.55,342.1
brandone_2009,brandone_2009.1.1_control12.154,5,2.8,342.1
brandone_2009,brandone_2009.1.1_control12.154,6,6.05,342.1
brandone_2009,brandone_2009.1.1_control12.157,1,10.8,368.6
brandone_2009,brandone_2009.1.1_control12.157,2,6.8,368.6
brandone_2009,brandone_2009.1.1_control12.157,3,5.65,368.6
brandone_2009,brandone_2009.1.1_control12.157,4,5,368.6
brandone_2009,brandone_2009.1.1_control12.157,5,8.05,368.6
brandone_2009,brandone_2009.1.1_control12.157,6,6.97,368.6
brandone_2009,brandone_2009.1.1_control12.157,7,3.57,368.6
brandone_2009,brandone_2009.1.1_control12.157,8,5.25,368.6
brandone_2009,brandone_2009.1.1_control12.157,9,3.02,368.6
brandone_2009,brandone_2009.1.1_control12.140,1,6.03,343.4
brandone_2009,brandone_2009.1.1_control12.140,2,4.43,343.4
brandone_2009,brandone_2009.1.1_control12.140,3,10.65,343.4
brandone_2009,brandone_2009.1.1_control12.140,4,10.3,343.4
brandone_2009,brandone_2009.1.1_control12.140,5,4.82,343.4
brandone_2009,brandone_2009.1.1_control12.140,6,13.08,343.4
brandone_2009,brandone_2009.1.1_control12.140,7,2.58,343.4
brandone_2009,brandone_2009.1.1_control12.140,8,2.33,343.4
brandone_2009,brandone_2009.1.1_control12.142,1,3.8,341.8
brandone_2009,brandone_2009.1.1_control12.142,2,9.32,341.8
brandone_2009,brandone_2009.1.1_control12.142,3,10.25,341.8
brandone_2009,brandone_2009.1.1_control12.142,4,7.63,341.8
brandone_2009,brandone_2009.1.1_control12.142,5,7.7,341.8
brandone_2009,brandone_2009.1.1_control12.142,6,4.68,341.8
brandone_2009,brandone_2009.1.1_control12.142,7,4.52,341.8
brandone_2009,brandone_2009.1.1_control12.142,8,3.32,341.8
brandone_2009,brandone_2009.1.1_control12.142,9,7.65,341.8
brandone_2009,brandone_2009.1.1_control12.143,1,10.83,369.5
brandone_2009,brandone_2009.1.1_control12.143,2,10.72,369.5
brandone_2009,brandone_2009.1.1_control12.143,3,9.32,369.5
brandone_2009,brandone_2009.1.1_control12.143,4,6.38,369.5
brandone_2009,brandone_2009.1.1_control12.143,5,6.95,369.5
brandone_2009,brandone_2009.1.1_control12.143,6,2.28,369.5
brandone_2009,brandone_2009.1.1_control12.143,7,9.62,369.5
brandone_2009,brandone_2009.1.1_control12.143,8,6.15,369.5
brandone_2009,brandone_2009.1.1_control12.143,9,5.28,369.5
brandone_2009,brandone_2009.1.1_control12.159,1,12.47,367.7
brandone_2009,brandone_2009.1.1_control12.159,2,2.28,367.7
brandone_2009,brandone_2009.1.1_control12.159,3,6.73,367.7
brandone_2009,brandone_2009.1.1_control12.159,4,19.83,367.7
brandone_2009,brandone_2009.1.1_control12.159,5,2.48,367.7
brandone_2009,brandone_2009.1.1_control12.159,6,6.55,367.7
brandone_2009,brandone_2009.1.1_control12.159,7,3.37,367.7
brandone_2009,brandone_2009.1.1_control12.159,8,2.88,367.7
brandone_2009,brandone_2009.1.1_control12.159,9,7.8,367.7
brandone_2009,brandone_2009.1.1_control12.158,1,14.58,339.1
brandone_2009,brandone_2009.1.1_control12.158,2,7.95,339.1
brandone_2009,brandone_2009.1.1_control12.158,3,9.6,339.1
brandone_2009,brandone_2009.1.1_control12.158,4,3.07,339.1
brandone_2009,brandone_2009.1.1_control12.158,5,5.1,339.1
brandone_2009,brandone_2009.1.1_control12.130,1,3.37,341.8
brandone_2009,brandone_2009.1.1_control12.130,2,12.63,341.8
brandone_2009,brandone_2009.1.1_control12.130,3,11.9,341.8
brandone_2009,brandone_2009.1.1_control12.130,4,10.95,341.8
brandone_2009,brandone_2009.1.1_control12.130,5,9.9,341.8
brandone_2009,brandone_2009.1.1_control12.130,6,5.42,341.8
brandone_2009,brandone_2009.1.1_control12.130,7,3.2,341.8
brandone_2009,brandone_2009.1.1_control12.103,1,12.5,371.1
brandone_2009,brandone_2009.1.1_control12.103,2,2.22,371.1
brandone_2009,brandone_2009.1.1_control12.103,3,2.05,371.1
brandone_2009,brandone_2009.1.1_control12.103,4,2.12,371.1
brandone_2009,brandone_2009.1.1_control12.103,5,12.08,371.1
brandone_2009,brandone_2009.1.1_control12.103,6,11.32,371.1
brandone_2009,brandone_2009.1.1_control12.103,7,11.7,371.1
brandone_2009,brandone_2009.1.1_control12.103,8,10.72,371.1
brandone_2009,brandone_2009.1.1_control12.103,9,2.13,371.1
brandone_2009,brandone_2009.1.1_control12.156,1,5.35,369.8
brandone_2009,brandone_2009.1.1_control12.156,2,7.4,369.8
brandone_2009,brandone_2009.1.1_control12.156,3,4.02,369.8
brandone_2009,brandone_2009.1.1_control12.156,4,2.13,369.8
brandone_2009,brandone_2009.1.1_control12.156,5,2.43,369.8
brandone_2009,brandone_2009.1.1_control12.156,6,8.17,369.8
brandone_2009,brandone_2009.1.1_control12.156,7,17.98,369.8
brandone_2009,brandone_2009.1.1_control12.156,8,5.08,369.8
brandone_2009,brandone_2009.1.1_control12.156,9,5.85,369.8
brandone_2009,brandone_2009.1.1_control12.144,1,11.67,367.4
brandone_2009,brandone_2009.1.1_control12.144,2,6.75,367.4
brandone_2009,brandone_2009.1.1_control12.144,3,8.65,367.4
brandone_2009,brandone_2009.1.1_control12.144,4,7.63,367.4
brandone_2009,brandone_2009.1.1_control12.144,5,6.43,367.4
brandone_2009,brandone_2009.1.1_control12.144,6,5.33,367.4
brandone_2009,brandone_2009.1.1_control12.144,7,6.38,367.4
brandone_2009,brandone_2009.1.1_control12.144,8,6.73,367.4
brandone_2009,brandone_2009.1.1_control12.144,9,9.83,367.4
brandone_2009,brandone_2009.1.1_control12.162,1,15.38,368.3
brandone_2009,brandone_2009.1.1_control12.162,2,8.68,368.3
brandone_2009,brandone_2009.1.1_control12.162,3,9.43,368.3
brandone_2009,brandone_2009.1.1_control12.162,4,9.35,368.3
brandone_2009,brandone_2009.1.1_control12.162,5,3.57,368.3
brandone_2009,brandone_2009.1.1_control12.163,1,13.65,340.9
brandone_2009,brandone_2009.1.1_control12.163,2,2.98,340.9
brandone_2009,brandone_2009.1.1_control12.163,3,5.83,340.9
brandone_2009,brandone_2009.1.1_control12.163,4,2.58,340.9
brandone_2009,brandone_2009.1.1_control12.163,5,25.33,340.9
brandone_2009,brandone_2009.1.1_control12.163,6,7.07,340.9
brandone_2009,brandone_2009.1.1_control12.163,7,3.15,340.9
brandone_2009,brandone_2009.1.1_control12.163,8,3.92,340.9
brandone_2009,brandone_2009.1.1_control12.163,9,17.48,340.9
brandone_2009,brandone_2009.1.1_control12.150,1,8.85,340.6
brandone_2009,brandone_2009.1.1_control12.150,2,8.5,340.6
brandone_2009,brandone_2009.1.1_control12.150,3,7.95,340.6
brandone_2009,brandone_2009.1.1_control12.150,4,11.28,340.6
brandone_2009,brandone_2009.1.1_control12.150,5,20.03,340.6
brandone_2009,brandone_2009.1.1_control12.150,6,5.62,340.6
brandone_2009,brandone_2009.1.1_control12.150,7,8.05,340.6
brandone_2009,brandone_2009.1.1_control12.150,8,5.32,340.6
brandone_2009,brandone_2009.1.1_control12.150,9,5.7,340.6
brandone_2009,brandone_2009.1.1_control12.146,1,4.98,367.7
brandone_2009,brandone_2009.1.1_control12.146,2,3.68,367.7
brandone_2009,brandone_2009.1.1_control12.146,3,12.13,367.7
brandone_2009,brandone_2009.1.1_control12.146,4,12.27,367.7
brandone_2009,brandone_2009.1.1_control12.146,5,11.37,367.7
brandone_2009,brandone_2009.1.1_control12.146,6,13.18,367.7
brandone_2009,brandone_2009.1.1_control12.146,7,12,367.7
brandone_2009,brandone_2009.1.1_control12.146,8,9.22,367.7
brandone_2009,brandone_2009.1.1_control12.146,9,6.62,367.7
brandone_2009,brandone_2009.1.1_control12.168,1,12.2,338.5
brandone_2009,brandone_2009.1.1_control12.168,2,8.88,338.5
brandone_2009,brandone_2009.1.1_control12.168,3,11.08,338.5
brandone_2009,brandone_2009.1.1_control12.168,4,6.53,338.5
brandone_2009,brandone_2009.1.1_control12.168,5,19.78,338.5
brandone_2009,brandone_2009.1.1_control12.168,6,8.88,338.5
brandone_2009,brandone_2009.1.1_control12.168,7,13.52,338.5
brandone_2009,brandone_2009.1.1_control12.168,8,7.4,338.5
brandone_2009,brandone_2009.1.1_control12.168,9,5.85,338.5
brandone_2009,brandone_2009.1.1_control12.58,1,13.18,340.3
brandone_2009,brandone_2009.1.1_control12.58,2,3.52,340.3
brandone_2009,brandone_2009.1.1_control12.58,3,12.07,340.3
brandone_2009,brandone_2009.1.1_control12.58,4,14.5,340.3
brandone_2009,brandone_2009.1.1_control12.58,5,12.47,340.3
brandone_2009,brandone_2009.1.1_control12.58,6,12.22,340.3
brandone_2009,brandone_2009.1.1_control12.58,7,12.07,340.3
brandone_2009,brandone_2009.1.1_control12.58,8,9.63,340.3
brandone_2009,brandone_2009.1.1_control12.58,9,7.93,340.3
brandone_2009,brandone_2009.1.1_control12.153,1,18.3,340.6
brandone_2009,brandone_2009.1.1_control12.153,2,15.5,340.6
brandone_2009,brandone_2009.1.1_control12.153,3,20.42,340.6
brandone_2009,brandone_2009.1.1_control12.153,4,12.8,340.6
brandone_2009,brandone_2009.1.1_control12.153,5,8.68,340.6
brandone_2009,brandone_2009.1.1_control12.153,6,6.43,340.6
brandone_2009,brandone_2009.1.1_control12.135,1,14.2,369.8
brandone_2009,brandone_2009.1.1_control12.135,2,14.82,369.8
brandone_2009,brandone_2009.1.1_control12.135,3,12.18,369.8
brandone_2009,brandone_2009.1.1_control12.135,4,13.17,369.8
brandone_2009,brandone_2009.1.1_control12.135,5,20.45,369.8
brandone_2009,brandone_2009.1.1_control12.135,6,14.18,369.8
brandone_2009,brandone_2009.1.1_control12.135,7,13.77,369.8
brandone_2009,brandone_2009.1.1_control12.135,8,12.47,369.8
brandone_2009,brandone_2009.1.1_control12.135,9,14.42,369.8
brandone_2009,brandone_2009.1.1_control12.131,1,3.03,340
brandone_2009,brandone_2009.1.1_control12.131,2,13.62,340
brandone_2009,brandone_2009.1.1_control12.131,3,21.47,340
brandone_2009,brandone_2009.1.1_control12.131,4,19.28,340
brandone_2009,brandone_2009.1.1_control12.131,5,11.8,340
brandone_2009,brandone_2009.1.1_control12.131,6,13.75,340
brandone_2009,brandone_2009.1.1_control12.131,7,12.03,340
brandone_2009,brandone_2009.1.1_control12.131,8,26.9,340
brandone_2009,brandone_2009.1.1_control12.131,9,15.98,340
brandone_2009,brandone_2009.1.1_control12.145,1,9.17,368.6
brandone_2009,brandone_2009.1.1_control12.145,2,4.72,368.6
brandone_2009,brandone_2009.1.1_control12.145,3,7.83,368.6
brandone_2009,brandone_2009.1.1_control12.145,4,10.72,368.6
brandone_2009,brandone_2009.1.1_control12.145,5,10.25,368.6
brandone_2009,brandone_2009.1.1_control12.145,6,21.98,368.6
brandone_2009,brandone_2009.1.1_control12.145,7,30.93,368.6
brandone_2009,brandone_2009.1.1_control12.145,8,24.53,368.6
brandone_2009,brandone_2009.1.1_control12.145,9,35.58,368.6
choi_2018,choi_2018.1.1_twoobject.1,1,30,130.8
choi_2018,choi_2018.1.1_twoobject.1,2,30,130.8
choi_2018,choi_2018.1.1_twoobject.1,3,7.2,130.8
choi_2018,choi_2018.1.1_twoobject.1,4,7.6,130.8
choi_2018,choi_2018.1.1_twoobject.1,5,10.6,130.8
choi_2018,choi_2018.1.1_twoobject.2,1,30,89.9
choi_2018,choi_2018.1.1_twoobject.2,2,30,89.9
choi_2018,choi_2018.1.1_twoobject.2,3,15.1,89.9
choi_2018,choi_2018.1.1_twoobject.2,4,30,89.9
choi_2018,choi_2018.1.1_twoobject.2,5,21.5,89.9
choi_2018,choi_2018.1.1_twoobject.3,1,30,81.9
choi_2018,choi_2018.1.1_twoobject.3,2,29.9,81.9
choi_2018,choi_2018.1.1_twoobject.3,3,30,81.9
choi_2018,choi_2018.1.1_twoobject.3,4,30,81.9
choi_2018,choi_2018.1.1_twoobject.3,5,30,81.9
choi_2018,choi_2018.1.1_twoobject.4,1,18.6,111.3
choi_2018,choi_2018.1.1_twoobject.4,2,30,111.3
choi_2018,choi_2018.1.1_twoobject.4,3,30,111.3
choi_2018,choi_2018.1.1_twoobject.4,4,6.5,111.3
choi_2018,choi_2018.1.1_twoobject.4,5,6,111.3
choi_2018,choi_2018.1.1_twoobject.5,1,30,99.3
choi_2018,choi_2018.1.1_twoobject.5,2,6.2,99.3
choi_2018,choi_2018.1.1_twoobject.5,3,30,99.3
choi_2018,choi_2018.1.1_twoobject.5,4,30,99.3
choi_2018,choi_2018.1.1_twoobject.5,5,30,99.3
choi_2018,choi_2018.1.1_twoobject.6,1,30,85.9
choi_2018,choi_2018.1.1_twoobject.6,2,13.3,85.9
choi_2018,choi_2018.1.1_twoobject.6,3,15.2,85.9
choi_2018,choi_2018.1.1_twoobject.6,4,3.1,85.9
choi_2018,choi_2018.1.1_twoobject.6,5,12.3,85.9
choi_2018,choi_2018.1.1_twoobject.7,1,30,109.3
choi_2018,choi_2018.1.1_twoobject.7,2,30,109.3
choi_2018,choi_2018.1.1_twoobject.7,3,30,109.3
choi_2018,choi_2018.1.1_twoobject.7,4,30,109.3
choi_2018,choi_2018.1.1_twoobject.7,5,30,109.3
choi_2018,choi_2018.1.1_twoobject.8,1,30,112.3
choi_2018,choi_2018.1.1_twoobject.8,2,3,112.3
choi_2018,choi_2018.1.1_twoobject.8,3,2.8,112.3
choi_2018,choi_2018.1.1_twoobject.8,4,3.4,112.3
choi_2018,choi_2018.1.1_twoobject.8,5,17.9,112.3
choi_2018,choi_2018.1.1_twoobject.9,1,30,89.9
choi_2018,choi_2018.1.1_twoobject.9,2,4.2,89.9
choi_2018,choi_2018.1.1_twoobject.9,3,19.8,89.9
choi_2018,choi_2018.1.1_twoobject.9,4,30,89.9
choi_2018,choi_2018.1.1_twoobject.9,5,30,89.9
choi_2018,choi_2018.1.1_twoobject.10,1,13.2,97.3
choi_2018,choi_2018.1.1_twoobject.10,2,30,97.3
choi_2018,choi_2018.1.1_twoobject.10,3,30,97.3
choi_2018,choi_2018.1.1_twoobject.10,4,30,97.3
choi_2018,choi_2018.1.1_twoobject.10,5,30,97.3
choi_2018,choi_2018.1.1_twoobject.11,1,28.7,113.3
choi_2018,choi_2018.1.1_twoobject.11,2,15.9,113.3
choi_2018,choi_2018.1.1_twoobject.11,3,16.7,113.3
choi_2018,choi_2018.1.1_twoobject.11,4,30,113.3
choi_2018,choi_2018.1.1_twoobject.11,5,30,113.3
choi_2018,choi_2018.1.1_twoobject.12,1,30,114.3
choi_2018,choi_2018.1.1_twoobject.12,2,30,114.3
choi_2018,choi_2018.1.1_twoobject.12,3,30,114.3
choi_2018,choi_2018.1.1_twoobject.12,4,30,114.3
choi_2018,choi_2018.1.1_twoobject.12,5,24.6,114.3
choi_2018,choi_2018.1.1_twoobject.13,1,30,109.3
choi_2018,choi_2018.1.1_twoobject.13,2,17.6,109.3
choi_2018,choi_2018.1.1_twoobject.13,3,30,109.3
choi_2018,choi_2018.1.1_twoobject.13,4,22.7,109.3
choi_2018,choi_2018.1.1_twoobject.13,5,11.2,109.3
choi_2018,choi_2018.1.1_twoobject.14,1,10.1,109.3
choi_2018,choi_2018.1.1_twoobject.14,2,14.6,109.3
choi_2018,choi_2018.1.1_twoobject.14,3,2.3,109.3
choi_2018,choi_2018.1.1_twoobject.14,4,2.7,109.3
choi_2018,choi_2018.1.1_twoobject.14,5,2.9,109.3
choi_2018,choi_2018.1.1_twoobject.15,1,5.1,103.3
choi_2018,choi_2018.1.1_twoobject.15,2,3.5,103.3
choi_2018,choi_2018.1.1_twoobject.15,3,2.5,103.3
choi_2018,choi_2018.1.1_twoobject.15,4,5.3,103.3
choi_2018,choi_2018.1.1_twoobject.15,5,2.7,103.3
choi_2018,choi_2018.1.1_twoobject.16,1,30,77.9
choi_2018,choi_2018.1.1_twoobject.16,2,30,77.9
choi_2018,choi_2018.1.1_twoobject.16,3,28.8,77.9
choi_2018,choi_2018.1.1_twoobject.16,4,30,77.9
choi_2018,choi_2018.1.1_twoobject.16,5,16.1,77.9
choi_2018,choi_2018.1.1_oneobject.17,1,10.6,119.3
choi_2018,choi_2018.1.1_oneobject.17,2,30,119.3
choi_2018,choi_2018.1.1_oneobject.17,3,30,119.3
choi_2018,choi_2018.1.1_oneobject.17,4,16.2,119.3
choi_2018,choi_2018.1.1_oneobject.17,5,30,119.3
choi_2018,choi_2018.1.1_oneobject.18,1,3,83.9
choi_2018,choi_2018.1.1_oneobject.18,2,2.5,83.9
choi_2018,choi_2018.1.1_oneobject.18,3,3.6,83.9
choi_2018,choi_2018.1.1_oneobject.18,4,12.9,83.9
choi_2018,choi_2018.1.1_oneobject.18,5,2.7,83.9
choi_2018,choi_2018.1.1_oneobject.19,1,20.7,96.3
choi_2018,choi_2018.1.1_oneobject.19,2,5.9,96.3
choi_2018,choi_2018.1.1_oneobject.19,3,26.6,96.3
choi_2018,choi_2018.1.1_oneobject.19,4,30,96.3
choi_2018,choi_2018.1.1_oneobject.19,5,30,96.3
choi_2018,choi_2018.1.1_oneobject.20,1,20.3,117.3
choi_2018,choi_2018.1.1_oneobject.20,2,30,117.3
choi_2018,choi_2018.1.1_oneobject.20,3,30,117.3
choi_2018,choi_2018.1.1_oneobject.20,4,10.4,117.3
choi_2018,choi_2018.1.1_oneobject.20,5,6.8,117.3
choi_2018,choi_2018.1.1_oneobject.21,1,26.7,75.9
choi_2018,choi_2018.1.1_oneobject.21,2,4.6,75.9
choi_2018,choi_2018.1.1_oneobject.21,3,2.6,75.9
choi_2018,choi_2018.1.1_oneobject.21,4,2,75.9
choi_2018,choi_2018.1.1_oneobject.21,5,5.6,75.9
choi_2018,choi_2018.1.1_oneobject.22,1,30,111.3
choi_2018,choi_2018.1.1_oneobject.22,2,30,111.3
choi_2018,choi_2018.1.1_oneobject.22,3,30,111.3
choi_2018,choi_2018.1.1_oneobject.22,4,30,111.3
choi_2018,choi_2018.1.1_oneobject.22,5,30,111.3
choi_2018,choi_2018.1.1_oneobject.23,1,30,89.9
choi_2018,choi_2018.1.1_oneobject.23,2,14.4,89.9
choi_2018,choi_2018.1.1_oneobject.23,3,3.6,89.9
choi_2018,choi_2018.1.1_oneobject.23,4,4.2,89.9
choi_2018,choi_2018.1.1_oneobject.23,5,5.3,89.9
choi_2018,choi_2018.1.1_oneobject.24,1,2.6,127.8
choi_2018,choi_2018.1.1_oneobject.24,2,5.4,127.8
choi_2018,choi_2018.1.1_oneobject.24,3,6.2,127.8
choi_2018,choi_2018.1.1_oneobject.24,4,3.5,127.8
choi_2018,choi_2018.1.1_oneobject.24,5,14.8,127.8
choi_2018,choi_2018.1.1_oneobject.25,1,10.4,84.9
choi_2018,choi_2018.1.1_oneobject.25,2,5.9,84.9
choi_2018,choi_2018.1.1_oneobject.25,3,30,84.9
choi_2018,choi_2018.1.1_oneobject.25,4,30,84.9
choi_2018,choi_2018.1.1_oneobject.25,5,30,84.9
choi_2018,choi_2018.1.1_oneobject.26,1,30,118.3
choi_2018,choi_2018.1.1_oneobject.26,2,30,118.3
choi_2018,choi_2018.1.1_oneobject.26,3,10.6,118.3
choi_2018,choi_2018.1.1_oneobject.26,4,30,118.3
choi_2018,choi_2018.1.1_oneobject.26,5,19,118.3
choi_2018,choi_2018.1.1_oneobject.27,1,30,123.8
choi_2018,choi_2018.1.1_oneobject.27,2,15.4,123.8
choi_2018,choi_2018.1.1_oneobject.27,3,18.8,123.8
choi_2018,choi_2018.1.1_oneobject.27,4,2.8,123.8
choi_2018,choi_2018.1.1_oneobject.27,5,2.5,123.8
choi_2018,choi_2018.1.1_oneobject.28,1,16.5,92.3
choi_2018,choi_2018.1.1_oneobject.28,2,19.1,92.3
choi_2018,choi_2018.1.1_oneobject.28,3,30,92.3
choi_2018,choi_2018.1.1_oneobject.28,4,18.4,92.3
choi_2018,choi_2018.1.1_oneobject.28,5,30,92.3
choi_2018,choi_2018.1.1_oneobject.29,1,14.8,111.3
choi_2018,choi_2018.1.1_oneobject.29,2,14.2,111.3
choi_2018,choi_2018.1.1_oneobject.29,3,5.2,111.3
choi_2018,choi_2018.1.1_oneobject.29,4,5.1,111.3
choi_2018,choi_2018.1.1_oneobject.29,5,4.3,111.3
choi_2018,choi_2018.1.1_oneobject.30,1,11.9,92.3
choi_2018,choi_2018.1.1_oneobject.30,2,10.6,92.3
choi_2018,choi_2018.1.1_oneobject.30,3,9.7,92.3
choi_2018,choi_2018.1.1_oneobject.30,4,30,92.3
choi_2018,choi_2018.1.1_oneobject.30,5,8.3,92.3
choi_2018,choi_2018.1.1_oneobject.31,1,30,75.9
choi_2018,choi_2018.1.1_oneobject.31,2,30,75.9
choi_2018,choi_2018.1.1_oneobject.31,3,28.4,75.9
choi_2018,choi_2018.1.1_oneobject.31,4,30,75.9
choi_2018,choi_2018.1.1_oneobject.31,5,6.3,75.9
choi_2018,choi_2018.1.1_oneobject.32,1,6.6,92.3
choi_2018,choi_2018.1.1_oneobject.32,2,3.1,92.3
