subject,trial_number,trial_type,trial_looking_time,agedays,complexity
stojnic_2023.2.2_efficientagent.P06,9,deviant,13.75180465,349.9,complex
stojnic_2023.2.2_goaldirected.P08,9,deviant,6.13222754,336.8,complex
stojnic_2023.2.2_multiagent.P08,9,deviant,3.498758153,338.8,complex
stojnic_2023.2.2_efficientagent.P08,9,deviant,6.099912602,339.8,complex
stojnic_2023.2.2_inaccessiblegoal.P08,9,deviant,2.012337352,340.8,complex
stojnic_2023.2.2_inefficientagent.P08,9,deviant,4.431426848,341.8,complex
stojnic_2023.2.2_inefficientagent.P09,9,deviant,14.2444775,330.4,complex
stojnic_2023.2.2_efficientagent.P09,9,deviant,4.219382635,331.4,complex
stojnic_2023.2.2_instrumentalaction.P09,9,deviant,9.078944121,332.4,complex
stojnic_2023.2.2_inaccessiblegoal.P09,9,deviant,13.95623511,337.8,complex
stojnic_2023.2.2_multiagent.P09,9,deviant,16.50311529,338.8,complex
stojnic_2023.2.2_goaldirected.P09,9,deviant,9.975886388,339.8,complex
stojnic_2023.2.2_inaccessiblegoal.P10,9,deviant,1.677722821,331.4,complex
stojnic_2023.2.2_efficientagent.P10,9,deviant,3.633389665,335.8,complex
stojnic_2023.2.2_inaccessiblegoal.P11,9,deviant,18.27806435,328.4,complex
stojnic_2023.2.2_multiagent.P11,9,deviant,8.753105475,329.4,complex
stojnic_2023.2.2_instrumentalaction.P11,9,deviant,13.15774657,330.4,complex
stojnic_2023.2.2_inefficientagent.P11,9,deviant,2.356219074,331.4,complex
stojnic_2023.2.2_goaldirected.P11,9,deviant,5.485389746,342.8,complex
stojnic_2023.2.2_efficientagent.P11,9,deviant,5.145809741,344.8,complex
stojnic_2023.2.2_instrumentalaction.P12,9,deviant,11.96584023,341.8,complex
stojnic_2023.2.2_multiagent.P12,9,deviant,13.41571497,342.8,complex
stojnic_2023.2.2_inaccessiblegoal.P12,9,deviant,8.09991147,343.8,complex
stojnic_2023.2.2_goaldirected.P12,9,deviant,5.759862687,344.8,complex
stojnic_2023.2.2_inefficientagent.P12,9,deviant,13.91688602,345.8,complex
stojnic_2023.2.2_efficientagent.P12,9,deviant,17.10262296,346.8,complex
stojnic_2023.2.2_efficientagent.P13,9,deviant,5.759424713,322.4,complex
stojnic_2023.2.2_instrumentalaction.P13,9,deviant,2.11316533,329.4,complex
stojnic_2023.2.2_inefficientagent.P13,9,deviant,1.662537429,336.8,complex
stojnic_2023.2.2_inaccessiblegoal.P14,9,deviant,6.741900799,329.4,complex
stojnic_2023.2.2_efficientagent.P14,9,deviant,5.335892845,332.4,complex
stojnic_2023.2.2_inefficientagent.P14,9,deviant,3.561771143,334.8,complex
stojnic_2023.2.2_goaldirected.P14,9,deviant,2.754888247,336.8,complex
stojnic_2023.2.2_multiagent.P14,9,deviant,17.94631522,338.8,complex
stojnic_2023.2.2_instrumentalaction.P14,9,deviant,1.651303431,344.8,complex
stojnic_2023.2.2_instrumentalaction.P15,9,deviant,13.86583818,320.4,complex
stojnic_2023.2.2_inaccessiblegoal.P15,9,deviant,7.197426687,321.4,complex
stojnic_2023.2.2_goaldirected.P15,9,deviant,4.7497847,323.4,complex
stojnic_2023.2.2_inefficientagent.P15,9,deviant,3.173483353,329.4,complex
stojnic_2023.2.2_efficientagent.P15,9,deviant,7.433235383,333.4,complex
stojnic_2023.2.2_multiagent.P15,9,deviant,2.335090149,340.8,complex
stojnic_2023.2.2_goaldirected.P16,9,deviant,9.902449838,324.4,complex
stojnic_2023.2.2_efficientagent.P16,9,deviant,3.503195981,336.8,complex
stojnic_2023.2.2_multiagent.P16,9,deviant,6.463665863,338.8,complex
stojnic_2023.2.2_inaccessiblegoal.P16,9,deviant,4.883100606,344.8,complex
stojnic_2023.2.2_inefficientagent.P16,9,deviant,11.86672021,346.8,complex
stojnic_2023.2.2_inaccessiblegoal.P17,9,deviant,7.96177692,332.4,complex
stojnic_2023.2.2_inefficientagent.P17,9,deviant,6.465847162,333.4,complex
stojnic_2023.2.2_goaldirected.P17,9,deviant,7.562311559,334.8,complex
stojnic_2023.2.2_instrumentalaction.P17,9,deviant,3.26530908,335.8,complex
stojnic_2023.2.2_efficientagent.P17,9,deviant,20.2114012,336.8,complex
stojnic_2023.2.2_multiagent.P17,9,deviant,12.73163943,339.8,complex
stojnic_2023.2.2_instrumentalaction.P18,9,deviant,5.623140776,331.4,complex
stojnic_2023.2.2_goaldirected.P18,9,deviant,2.765060731,332.4,complex
stojnic_2023.2.2_inefficientagent.P18,9,deviant,13.51461443,334.8,complex
stojnic_2023.2.2_efficientagent.P18,9,deviant,3.49793366,337.8,complex
stojnic_2023.2.2_multiagent.P18,9,deviant,18.29579461,339.8,complex
stojnic_2023.2.2_inaccessiblegoal.P18,9,deviant,2.71343637,342.8,complex
stojnic_2023.2.2_efficientagent.P19,9,deviant,5.949124932,335.8,complex
stojnic_2023.2.2_goaldirected.P19,9,deviant,4.321335583,337.8,complex
stojnic_2023.2.2_inefficientagent.P19,9,deviant,9.03095394,343.8,complex
stojnic_2023.2.2_instrumentalaction.P19,9,deviant,7.32673857,344.8,complex
stojnic_2023.2.2_multiagent.P19,9,deviant,14.83878861,345.8,complex
stojnic_2023.2.2_inaccessiblegoal.P19,9,deviant,25.54381342,346.8,complex
stojnic_2023.2.2_multiagent.P20,9,deviant,4.820448581,342.8,complex
stojnic_2023.2.2_instrumentalaction.P20,9,deviant,2.185593931,343.8,complex
stojnic_2023.2.2_goaldirected.P20,9,deviant,2.570308674,348.9,complex
stojnic_2023.2.2_inefficientagent.P21,9,deviant,5.435635245,335.8,complex
stojnic_2023.2.2_goaldirected.P21,9,deviant,1.73206773,338.8,complex
stojnic_2023.2.2_efficientagent.P21,9,deviant,4.884227447,339.8,complex
stojnic_2023.2.2_multiagent.P21,9,deviant,7.095636997,341.8,complex
stojnic_2023.2.2_instrumentalaction.P21,9,deviant,7.84426058,342.8,complex
stojnic_2023.2.2_inaccessiblegoal.P21,9,deviant,2.505301961,346.8,complex
stojnic_2023.2.2_goaldirected.P22,9,deviant,7.08768372,330.4,complex
stojnic_2023.2.2_instrumentalaction.P22,9,deviant,18.4872806,331.4,complex
stojnic_2023.2.2_inefficientagent.P22,9,deviant,15.19420724,333.4,complex
stojnic_2023.2.2_multiagent.P22,9,deviant,11.63628322,337.8,complex
stojnic_2023.2.2_efficientagent.P22,9,deviant,8.342710785,338.8,complex
stojnic_2023.2.2_inaccessiblegoal.P22,9,deviant,12.5594989,339.8,complex
stojnic_2023.2.2_efficientagent.P23,9,deviant,7.144360956,330.4,complex
stojnic_2023.2.2_multiagent.P23,9,deviant,29.54523757,331.4,complex
stojnic_2023.2.2_goaldirected.P23,9,deviant,5.393772708,337.8,complex
stojnic_2023.2.2_inefficientagent.P23,9,deviant,9.733981952,342.8,complex
stojnic_2023.2.2_inaccessiblegoal.P23,9,deviant,4.344909849,344.8,complex
stojnic_2023.2.2_instrumentalaction.P23,9,deviant,2.012536992,345.8,complex
stojnic_2023.2.2_efficientagent.P24,9,deviant,21.60223392,337.8,complex
stojnic_2023.2.2_instrumentalaction.P24,9,deviant,3.266110262,339.8,complex
stojnic_2023.2.2_inaccessiblegoal.P24,9,deviant,16.08819719,341.8,complex
stojnic_2023.2.2_multiagent.P24,9,deviant,13.85512282,344.8,complex
stojnic_2023.2.2_goaldirected.P24,9,deviant,13.10010474,346.8,complex
stojnic_2023.2.2_inefficientagent.P24,9,deviant,2.461789231,347.8,complex
stojnic_2023.2.2_multiagent.P25,9,deviant,15.48081825,327.4,complex
stojnic_2023.2.2_efficientagent.P25,9,deviant,8.022199631,329.4,complex
stojnic_2023.2.2_goaldirected.P25,9,deviant,10.72501505,332.4,complex
stojnic_2023.2.2_inefficientagent.P25,9,deviant,9.114794625,333.4,complex
stojnic_2023.2.2_inaccessiblegoal.P25,9,deviant,3.015337701,334.8,complex
stojnic_2023.2.2_instrumentalaction.P25,9,deviant,5.27947243,339.8,complex
stojnic_2023.2.2_multiagent.P26,9,deviant,6.446857507,341.8,complex
stojnic_2023.2.2_inaccessiblegoal.P26,9,deviant,11.21754375,342.8,complex
stojnic_2023.2.2_efficientagent.P26,9,deviant,10.50245958,343.8,complex
stojnic_2023.2.2_goaldirected.P26,9,deviant,7.746322758,345.8,complex
stojnic_2023.2.2_instrumentalaction.P26,9,deviant,3.590954678,348.9,complex
stojnic_2023.2.2_inefficientagent.P26,9,deviant,1.780997357,349.9,complex
stojnic_2023.2.2_goaldirected.P27,9,deviant,15.72243808,322.4,complex
stojnic_2023.2.2_inefficientagent.P27,9,deviant,1.714462525,324.4,complex
stojnic_2023.2.2_efficientagent.P27,9,deviant,2.094532167,330.4,complex
stojnic_2023.2.2_instrumentalaction.P27,9,deviant,4.320067945,332.4,complex
stojnic_2023.2.2_multiagent.P27,9,deviant,15.15774305,333.4,complex
stojnic_2023.2.2_multiagent.P28,9,deviant,18.49912425,339.8,complex
stojnic_2023.2.2_goaldirected.P28,9,deviant,7.453599924,340.8,complex
stojnic_2023.2.2_inaccessiblegoal.P28,9,deviant,5.4353693,341.8,complex
stojnic_2023.2.2_instrumentalaction.P28,9,deviant,19.5490585,346.8,complex
stojnic_2023.2.2_inefficientagent.P28,9,deviant,3.597025121,347.8,complex
stojnic_2023.2.2_efficientagent.P28,9,deviant,5.654738776,348.9,complex
stojnic_2023.2.2_multiagent.P29,9,deviant,12.69166174,337.8,complex
stojnic_2023.2.2_inefficientagent.P29,9,deviant,1.695931867,339.8,complex
stojnic_2023.2.2_instrumentalaction.P29,9,deviant,4.261515686,343.8,complex
stojnic_2023.2.2_efficientagent.P29,9,deviant,8.433593824,346.8,complex
stojnic_2023.2.2_inaccessiblegoal.P29,9,deviant,7.88622225,348.9,complex
stojnic_2023.2.2_inaccessiblegoal.P30,9,deviant,6.527485152,334.8,complex
stojnic_2023.2.2_efficientagent.P30,9,deviant,8.514425683,337.8,complex
stojnic_2023.2.2_inefficientagent.P30,9,deviant,7.439748493,338.8,complex
stojnic_2023.2.2_multiagent.P30,9,deviant,11.81372138,345.8,complex
stojnic_2023.2.2_instrumentalaction.P30,9,deviant,25.23051175,348.9,complex
stojnic_2023.2.2_inefficientagent.P31,9,deviant,9.124629229,341.8,complex
stojnic_2023.2.2_instrumentalaction.P31,9,deviant,6.151997541,343.8,complex
stojnic_2023.2.2_goaldirected.P31,9,deviant,7.620926572,344.8,complex
stojnic_2023.2.2_efficientagent.P31,9,deviant,11.030063,346.8,complex
stojnic_2023.2.2_inaccessiblegoal.P31,9,deviant,7.405403119,347.8,complex
stojnic_2023.2.2_multiagent.P31,9,deviant,6.597999836,348.9,complex
stojnic_2023.2.2_efficientagent.P32,9,deviant,6.862616355,340.8,complex
stojnic_2023.2.2_multiagent.P32,9,deviant,13.32920443,341.8,complex
stojnic_2023.2.2_goaldirected.P32,9,deviant,5.956125609,342.8,complex
stojnic_2023.2.2_inefficientagent.P32,9,deviant,2.846651954,343.8,complex
stojnic_2023.2.2_inaccessiblegoal.P32,9,deviant,2.713087806,344.8,complex
stojnic_2023.2.2_instrumentalaction.P32,9,deviant,5.705454864,346.8,complex
stojnic_2023.2.2_goaldirected.P03b,9,deviant,10.31584389,322.4,complex
stojnic_2023.2.2_inaccessiblegoal.P07b,9,deviant,8.779343583,336.8,complex
stojnic_2023.2.2_goaldirected.P07b,9,deviant,7.457290032,337.8,complex
stojnic_2023.2.2_multiagent.P07b,9,deviant,15.52044473,339.8,complex
stojnic_2023.2.2_instrumentalaction.P07b,9,deviant,2.306408664,342.8,complex
stojnic_2023.2.2_goaldirected.P08b,9,deviant,3.344959143,328.4,complex
stojnic_2023.2.2_multiagent.P08b,9,deviant,8.447920638,329.4,complex
stojnic_2023.2.2_efficientagent.P08b,9,deviant,3.948468103,330.4,complex
stojnic_2023.2.2_inefficientagent.P08b,9,deviant,2.401549976,332.4,complex
stojnic_2023.2.2_instrumentalaction.P08b,9,deviant,2.805258215,345.8,complex
stojnic_2023.2.2_inaccessiblegoal.P10b,9,deviant,7.704946149,332.4,complex
stojnic_2023.2.2_instrumentalaction.P10b,9,deviant,5.472115079,334.8,complex
stojnic_2023.2.2_efficientagent.P10b,9,deviant,16.84219774,339.8,complex
stojnic_2023.2.2_multiagent.P10b,9,deviant,34.40949457,340.8,complex
stojnic_2023.2.2_inefficientagent.P10b,9,deviant,9.183194437,341.8,complex
stojnic_2023.2.2_goaldirected.P10b,9,deviant,11.2714709,348.9,complex
stojnic_2023.2.2_efficientagent.P13b,9,deviant,6.854408093,331.4,complex
stojnic_2023.2.2_inaccessiblegoal.P13b,9,deviant,11.6373443,335.8,complex
stojnic_2023.2.2_instrumentalaction.P13b,9,deviant,17.01806551,336.8,complex
stojnic_2023.2.2_goaldirected.P13b,9,deviant,9.476426713,337.8,complex
stojnic_2023.2.2_inefficientagent.P13b,9,deviant,13.88468482,338.8,complex
stojnic_2023.2.2_multiagent.P13b,9,deviant,7.869590873,342.8,complex
stojnic_2023.2.2_inaccessiblegoal.P07c,9,deviant,8.437984797,322.4,complex
stojnic_2023.2.2_goaldirected.P07c,9,deviant,4.307593881,323.4,complex
stojnic_2023.2.2_multiagent.P07c,9,deviant,3.101377392,324.4,complex
stojnic_2023.2.2_efficientagent.P07c,9,deviant,6.761134534,329.4,complex
stojnic_2023.2.2_instrumentalaction.P07c,9,deviant,6.213051853,330.4,complex
stojnic_2023.2.2_inefficientagent.P07c,9,deviant,4.089089014,331.4,complex
stojnic_2023.2.2_goaldirected.P16b,9,deviant,7.505917875,335.8,complex
stojnic_2023.2.2_efficientagent.P16b,9,deviant,4.88713609,337.8,complex
stojnic_2023.2.2_multiagent.P16b,9,deviant,9.89965082,340.8,complex
stojnic_2023.2.2_instrumentalaction.P16b,9,deviant,15.96027474,341.8,complex
stojnic_2023.2.2_inaccessiblegoal.P16b,9,deviant,9.117325839,342.8,complex
stojnic_2023.2.2_inefficientagent.P16b,9,deviant,7.433227134,343.8,complex
stojnic_2023.2.2_instrumentalaction.P20b,9,deviant,8.107694545,328.4,complex
stojnic_2023.2.2_inefficientagent.P20b,9,deviant,5.425034196,335.8,complex
stojnic_2023.2.2_inaccessiblegoal.P20b,9,deviant,16.89979003,338.8,complex
stojnic_2023.2.2_efficientagent.P20b,9,deviant,7.302184814,339.8,complex
stojnic_2023.2.2_goaldirected.P20b,9,deviant,19.509296,346.8,complex
stojnic_2023.2.2_goaldirected.P27b,9,deviant,11.52200117,321.4,complex
stojnic_2023.2.2_inefficientagent.P27b,9,deviant,11.68471728,322.4,complex
stojnic_2023.2.2_efficientagent.P27b,9,deviant,4.169392549,325.4,complex
stojnic_2023.2.2_instrumentalaction.P27b,9,deviant,15.67999669,328.4,complex
stojnic_2023.2.2_multiagent.P27b,9,deviant,9.037668097,329.4,complex
stojnic_2023.2.2_goaldirected.P03c,9,deviant,3.217971815,340.8,complex
stojnic_2023.2.2_inaccessiblegoal.P03c,9,deviant,10.06630222,341.8,complex
stojnic_2023.2.2_instrumentalaction.P03c,9,deviant,5.358101099,342.8,complex
stojnic_2023.2.2_inefficientagent.P03c,9,deviant,15.27532355,343.8,complex
stojnic_2023.2.2_multiagent.P20c,9,deviant,19.4423759,338.8,complex
stojnic_2023.2.2_efficientagent.P27c,9,deviant,3.218331166,323.4,complex
stojnic_2023.2.2_instrumentalaction.P27c,9,deviant,4.428029125,324.4,complex
stojnic_2023.2.2_goaldirected.P08c,9,deviant,11.25262117,321.4,complex
stojnic_2023.2.2_multiagent.P08c,9,deviant,16.23889054,322.4,complex
stojnic_2023.2.2_efficientagent.P08c,9,deviant,3.009511625,323.4,complex
stojnic_2023.2.2_inaccessiblegoal.P08c,9,deviant,8.259069501,324.4,complex
stojnic_2023.2.2_inefficientagent.P08c,9,deviant,7.182050917,325.4,complex
stojnic_2023.2.2_goaldirected.P03d,9,deviant,1.770033749,319.4,complex
stojnic_2023.2.2_inaccessiblegoal.P03d,9,deviant,1.950227917,320.4,complex
stojnic_2023.2.2_inaccessiblegoal.P30b,9,deviant,2.383307209,324.4,complex
stojnic_2023.2.2_goaldirected.P03e,9,deviant,14.39991571,339.8,complex
stojnic_2023.2.2_inaccessiblegoal.P03e,9,deviant,11.91356933,340.8,complex
stojnic_2023.2.2_instrumentalaction.P03e,9,deviant,19.7101575,341.8,complex
stojnic_2023.2.2_inefficientagent.P03e,9,deviant,6.424672792,342.8,complex
stojnic_2023.2.2_multiagent.P03e,9,deviant,12.82215629,343.8,complex
stojnic_2023.2.2_efficientagent.P03e,9,deviant,13.81512879,344.8,complex
stojnic_2023.2.2_inaccessiblegoal.P30c,9,deviant,11.47591117,321.4,complex
stojnic_2023.2.2_efficientagent.P30c,9,deviant,3.649970959,322.4,complex
stojnic_2023.2.2_inefficientagent.P30c,9,deviant,5.780054124,323.4,complex
stojnic_2023.2.2_goaldirected.P30c,9,deviant,4.409164042,325.4,complex
stojnic_2023.2.2_multiagent.P30c,9,deviant,5.3034625,326.4,complex
stojnic_2023.2.2_instrumentalaction.P30c,9,deviant,10.74772933,327.4,complex
stojnic_2023.2.2_multiagent.P20d,9,deviant,17.83714604,332.4,complex
stojnic_2023.2.2_instrumentalaction.P20d,9,deviant,4.919642625,333.4,complex
stojnic_2023.2.2_inefficientagent.P20d,9,deviant,10.66817475,334.8,complex
stojnic_2023.2.2_goaldirected.P27d,9,deviant,8.750066084,333.4,complex
stojnic_2023.2.2_inefficientagent.P27d,9,deviant,5.191569625,335.8,complex
stojnic_2023.2.2_inaccessiblegoal.P27d,9,deviant,10.43509617,336.8,complex
stojnic_2023.2.2_efficientagent.P27d,9,deviant,3.801063375,337.8,complex
stojnic_2023.2.2_instrumentalaction.P27d,9,deviant,2.294180163,340.8,complex
stojnic_2023.2.2_multiagent.P27d,9,deviant,8.455892961,341.8,complex
stojnic_2023.2.2_goaldirected.P08d,9,deviant,7.065013042,333.4,complex
stojnic_2023.2.2_multiagent.P08d,9,deviant,15.71803904,334.8,complex
stojnic_2023.2.2_efficientagent.P08d,9,deviant,9.138324,335.8,complex
stojnic_2023.2.2_inefficientagent.P08d,9,deviant,4.607711625,337.8,complex
stojnic_2023.2.2_instrumentalaction.P08d,9,deviant,10.94934926,338.8,complex
stojnic_2023.2.2_inaccessiblegoal.P06b,9,deviant,6.627188251,328.4,complex
stojnic_2023.2.2_multiagent.P20e,9,deviant,5.844861291,321.4,complex
stojnic_2023.2.2_instrumentalaction.P20e,9,deviant,2.723374792,322.4,complex
stojnic_2023.2.2_inefficientagent.P20e,9,deviant,9.20692455,323.4,complex
stojnic_2023.2.2_inaccessiblegoal.P20e,9,deviant,6.101343721,326.4,complex
stojnic_2023.2.2_efficientagent.P20e,9,deviant,3.246318771,327.4,complex
stojnic_2023.2.2_goaldirected.P20e,9,deviant,21.66551257,328.4,complex
stojnic_2023.2.2_goaldirected.P08e,9,deviant,7.757266003,324.4,complex
stojnic_2023.2.2_multiagent.P08e,9,deviant,9.474522279,325.4,complex
stojnic_2023.2.2_efficientagent.P08e,9,deviant,2.18029008,326.4,complex
stojnic_2023.2.2_inaccessiblegoal.P08e,9,deviant,4.785408083,327.4,complex
stojnic_2023.2.2_inefficientagent.P08e,9,deviant,7.374470779,328.4,complex
stojnic_2023.2.2_goaldirected.P06c,9,deviant,6.240300357,334.8,complex
stojnic_2023.2.2_inaccessiblegoal.P06c,9,deviant,5.232678265,335.8,complex
stojnic_2023.2.2_instrumentalaction.P06c,9,deviant,9.043269581,336.8,complex
stojnic_2023.2.2_inefficientagent.P06c,9,deviant,4.446261099,337.8,complex
stojnic_2023.2.2_multiagent.P06c,9,deviant,10.77974995,338.8,complex
stojnic_2023.2.2_efficientagent.P06c,9,deviant,3.271804197,339.8,complex
stojnic_2023.2.2_multiagent.P29b,9,deviant,5.720698769,327.4,complex
stojnic_2023.2.2_inefficientagent.P29b,9,deviant,2.006147223,328.4,complex
stojnic_2023.2.2_instrumentalaction.P29b,9,deviant,2.071893393,329.4,complex
stojnic_2023.2.2_efficientagent.P29b,9,deviant,2.58664698,330.4,complex
stojnic_2023.2.2_goaldirected.P29b,9,deviant,2.129039119,331.4,complex
stojnic_2023.2.2_inaccessiblegoal.P29b,9,deviant,16.21642296,332.4,complex
stojnic_2023.2.2_goaldirected.P08f,9,deviant,2.91769996,336.8,complex
stojnic_2023.2.2_multiagent.P08f,9,deviant,1.965493728,337.8,complex
stojnic_2023.2.2_efficientagent.P08f,9,deviant,8.334412756,339.8,complex
stojnic_2023.2.2_inaccessiblegoal.P08f,9,deviant,4.218786546,341.8,complex
stojnic_2023.2.2_inefficientagent.P08f,9,deviant,4.166634506,345.8,complex
stojnic_2023.2.2_instrumentalaction.P08f,9,deviant,4.46762356,346.8,complex
stojnic_2023.2.2_goaldirected.P08g,9,deviant,7.341669578,329.4,complex
stojnic_2023.2.2_multiagent.P08g,9,deviant,11.54900308,330.4,complex
stojnic_2023.2.2_inefficientagent.P08g,9,deviant,13.12444302,335.8,complex
stojnic_2023.2.2_instrumentalaction.P08g,9,deviant,7.083254332,335.8,complex
thoermer_2013.1.1_goalencoding.1,10,deviant,7,NA,complex
thoermer_2013.1.1_goalencoding.2,10,deviant,7.1,NA,complex
thoermer_2013.1.1_goalencoding.3,10,deviant,13.6,NA,complex
thoermer_2013.1.1_goalencoding.4,10,deviant,7.5,NA,complex
thoermer_2013.1.1_goalencoding.5,10,deviant,23.6,NA,complex
thoermer_2013.1.1_goalencoding.6,10,deviant,46.8,NA,complex
thoermer_2013.1.1_goalencoding.7,10,deviant,2,NA,complex
thoermer_2013.1.1_goalencoding.8,10,deviant,4.2,NA,complex
thoermer_2013.1.1_goalencoding.9,10,deviant,3,NA,complex
thoermer_2013.1.1_goalencoding.10,10,deviant,2.5,NA,complex
thoermer_2013.1.1_goalencoding.12,10,deviant,3.8,NA,complex
thoermer_2013.1.1_goalencoding.13,10,deviant,1.9,NA,complex
thoermer_2013.1.1_goalencoding.14,10,deviant,12.1,NA,complex
thoermer_2013.1.1_goalencoding.15,10,deviant,12.7,NA,complex
thoermer_2013.1.1_goalencoding.16,10,deviant,2.6,NA,complex
thoermer_2013.1.1_goalencoding.17,10,deviant,7.5,NA,complex
thoermer_2013.1.1_goalencoding.18,10,deviant,4.4,NA,complex
thoermer_2013.1.1_goalencoding.19,10,deviant,2.8,NA,complex
thoermer_2013.1.1_goalencoding.20,10,deviant,1.8,NA,complex
thoermer_2013.1.1_goalencoding.21,10,deviant,3.5,NA,complex
thoermer_2013.1.1_goalencoding.22,10,deviant,1.8,NA,complex
thoermer_2013.1.1_goalencoding.23,10,deviant,0.7,NA,complex
thoermer_2013.1.1_goalencoding.24,10,deviant,4.5,NA,complex
thoermer_2013.1.1_goalencoding.25,10,deviant,2.9,NA,complex
thoermer_2013.1.1_goalencoding.26,10,deviant,4.3,NA,complex
thoermer_2013.1.1_goalencoding.27,10,deviant,2.3,NA,complex
thoermer_2013.1.1_goalencoding.28,10,deviant,1.1,NA,complex
thoermer_2013.1.1_goalencoding.29,10,deviant,5.8,NA,complex
thoermer_2013.1.1_goalencoding.30,10,deviant,5.2,NA,complex
thoermer_2013.1.1_goalencoding.31,10,deviant,3.7,NA,complex
thoermer_2013.1.1_goalencoding.32,10,deviant,2,NA,complex
thoermer_2013.1.1_goalencoding.33,10,deviant,0.9,NA,complex
thoermer_2013.1.1_goalencoding.34,10,deviant,8,NA,complex
thoermer_2013.1.1_goalencoding.35,10,deviant,2.5,NA,complex
thoermer_2013.1.1_goalencoding.36,10,deviant,2.1,NA,complex
thoermer_2013.1.1_goalencoding.37,10,deviant,1.7,NA,complex
thoermer_2013.1.1_goalencoding.38,10,deviant,8.7,NA,complex
thoermer_2013.1.1_goalencoding.39,10,deviant,5.4,NA,complex
thoermer_2013.1.1_goalencoding.40,10,deviant,1,NA,complex
thoermer_2013.1.1_goalencoding.41,10,deviant,2,NA,complex
thoermer_2013.1.1_goalencoding.42,10,deviant,17.8,NA,complex
thoermer_2013.1.1_goalencoding.43,10,deviant,4.9,NA,complex
thoermer_2013.1.1_goalencoding.44,10,deviant,5.8,NA,complex
woo_2021.1.1.1,10,deviant,12.2438011,120.3,complex
woo_2021.1.1.10,10,deviant,18.9366323,120.3,complex
woo_2021.1.1.11,9,deviant,8.593783114,109.3,complex
woo_2021.1.1.12,8,deviant,25.0460956,103.3,complex
woo_2021.1.1.13,13,deviant,42.89785077,109.3,complex
woo_2021.1.1.14,13,deviant,10.18538262,119.3,complex
woo_2021.1.1.15,8,deviant,19.66461485,105.3,complex
woo_2021.1.1.16,7,deviant,14.11476099,100.3,complex
woo_2021.1.1.17,10,deviant,27.84968415,99.3,complex
woo_2021.1.1.18,9,deviant,24.07681416,97.3,complex
woo_2021.1.1.19,7,deviant,6.442595318,93.3,complex
woo_2021.1.1.2,13,deviant,7.342873893,95.3,complex
woo_2021.1.1.20,7,deviant,11.36471292,104.3,complex
woo_2021.1.1.3,13,deviant,43.11542903,95.3,complex
woo_2021.1.1.7,12,deviant,31.81818995,103.3,complex
woo_2021.1.1.8,11,deviant,24.34508669,119.3,complex
woo_2021.1.1.9,7,deviant,6.321035077,115.3,complex
woo_2021.2.2.p31,9,deviant,1.27,97.4,complex
woo_2021.2.2.p24,13,deviant,1.51,100.5,complex
woo_2021.2.2.p35,7,deviant,3.21,109.6,complex
woo_2021.2.2.p34,9,deviant,4.71,113.6,complex
woo_2021.2.2.p42,7,deviant,115.63,91.3,complex
woo_2021.2.2.p47,7,deviant,18.13,91.3,complex
woo_2021.2.2.p41,7,deviant,4.78,98.4,complex
woo_2021.2.2.p26,7,deviant,4.58,119.7,complex
woo_2021.2.2.p28,8,deviant,10.66,96.4,complex
woo_2021.2.2.p32,7,deviant,10.28,114.7,complex
woo_2021.2.2.p33,12,deviant,18.05,95.4,complex
woo_2021.2.2.p25,8,deviant,1.36,121.8,complex
woo_2021.2.2.p38,7,deviant,11.3,111.6,complex
woo_2021.2.2.p30,10,deviant,3.04,115.7,complex
woo_2021.2.2.p43,15,deviant,13.4,96.4,complex
woo_2021.2.2.p44,15,deviant,41.67,121.8,complex
woo_2021.2.2.p39,7,deviant,16.8,99.4,complex
woo_2021.2.2.p40,7,deviant,21.66,97.4,complex
woo_2021.2.2.p37,7,deviant,6.49,96.4,complex
woo_2021.2.2.p46,11,deviant,2.71,109.6,complex
woo_2021.2.2.p29,7,deviant,6.12,97.4,complex
woo_2021.2.2.p43,15,deviant,9.86,94.4,complex
woo_2021.2.2.p36,11,deviant,2.56,113.6,complex
woo_2021.3.3.p69,12,deviant,7.86,91.3,complex
woo_2021.3.3.p67,11,deviant,7.88,116.7,complex
woo_2021.3.3.p70,9,deviant,4.66,93.3,complex
woo_2021.3.3.p72,9,deviant,24.57,92.3,complex
woo_2021.3.3.p73,12,deviant,3.91,120.7,complex
woo_2021.3.3.p66,9,deviant,3.66,99.4,complex
woo_2021.3.3.p71,14,deviant,23.71,114.7,complex
woo_2021.3.3.p68,9,deviant,14.33,111.6,complex
woo_2021.3.3.p74,8,deviant,5.43,92.3,complex
woo_2021.3.3.p77,7,deviant,5.87,106.5,complex
woo_2021.3.3.p79,7,deviant,3.68,121.8,complex
woo_2021.3.3.p81,7,deviant,16.82,92.3,complex
woo_2021.3.3.p75,7,deviant,1.08,94.4,complex
woo_2021.3.3.p76,13,deviant,1.47,103.5,complex
woo_2021.3.3.p78,8,deviant,4.62,121.8,complex
woo_2021.3.3.p80,7,deviant,3.04,115.7,complex
woo_2021.3.3.p85,10,deviant,4.81,91.3,complex
woo_2021.3.3.p86,8,deviant,8.88,91.3,complex
woo_2021.3.3.p84,10,deviant,5.64,120.7,complex
woo_2021.3.3.p88,8,deviant,3.75,121.8,complex
woo_2021.3.3.p83,11,deviant,5.87,119.7,complex
